1:1646875:1842500	1:2112500:2342500
1:179777500:180190000	1:180195000:180452500
1:180195000:180452500	1:180462500:181148750
1:180462500:181148750	1:181232500:182102500
1:181232500:182102500	1:182397500:182840000
1:182397500:182840000	1:182867500:183172500
1:182867500:183172500	1:183427500:183602500
1:183427500:183602500	1:183607500:183935000
1:183607500:183935000	1:184675000:184980000
1:184675000:184980000	1:185122500:185757500
1:185122500:185757500	1:186272500:186365000
1:186272500:186365000	1:186370000:187055000
1:186370000:187055000	1:191250000:192295000
1:191250000:192295000	1:192377500:192587500
1:192377500:192587500	1:192735000:193110000
1:192735000:193110000	1:194582500:195440000
1:194582500:195440000	1:196080000:196795000
1:196080000:196795000	1:197047500:197352500
1:197047500:197352500	1:197417500:197915000
1:197417500:197915000	1:197992500:198475000
1:197992500:198475000	1:198480000:198697500
1:198480000:198697500	1:198717500:199597500
1:198717500:199597500	1:199602500:200065000
1:199602500:200065000	1:200075000:200517500
1:200075000:200517500	1:200575000:200860000
1:200575000:200860000	1:200887500:201195000
1:200887500:201195000	1:201477500:201665000
1:201477500:201665000	1:201670000:202101250
1:201670000:202101250	1:202702500:202992500
1:202702500:202992500	1:203205000:203462500
1:203205000:203462500	1:203467500:203880000
1:203467500:203880000	1:204097500:204367500
1:204097500:204367500	1:204372500:204527500
1:204372500:204527500	1:204537500:204895000
1:204537500:204895000	1:206121250:206395000
1:206121250:206395000	1:206762500:207177500
1:206762500:207177500	1:207207500:207778750
1:207207500:207778750	1:207955000:208167500
1:207955000:208167500	1:208270000:208452500
1:208270000:208452500	1:208835000:209677500
1:208835000:209677500	1:209717500:209917500
1:209717500:209917500	1:210035000:210610000
1:210035000:210610000	1:210707500:211427500
1:210707500:211427500	1:211432500:211703750
1:211432500:211703750	1:211827500:212195000
1:211827500:212195000	1:212200000:212642500
1:212200000:212642500	1:212647500:213345000
1:212647500:213345000	1:215002500:215697500
1:215002500:215697500	1:217962500:218395000
1:217962500:218395000	1:220067500:220847500
1:220067500:220847500	1:220960000:221407500
1:220960000:221407500	1:221412500:221617500
1:221412500:221617500	1:222637500:223400000
1:222637500:223400000	1:223430000:223877500
1:223430000:223877500	1:224188750:224660000
1:224188750:224660000	1:225470000:226247500
1:225470000:226247500	1:226770000:227138750
1:226770000:227138750	1:227156250:227692500
1:227156250:227692500	1:227732500:227917500
1:227732500:227917500	1:228265000:228725625
1:228265000:228725625	1:228771875:229377500
1:228771875:229377500	1:229382500:229675000
1:229382500:229675000	1:230700000:231445000
1:230700000:231445000	1:231450000:231922500
1:231450000:231922500	1:232022500:232772500
1:232022500:232772500	1:233407500:234272500
1:233407500:234272500	1:234467500:235272500
1:234467500:235272500	1:235790000:236222500
1:235790000:236222500	1:238552500:239198750
1:238552500:239198750	1:239565000:240175000
1:239565000:240175000	1:240997500:241635000
1:240997500:241635000	1:241662500:242207500
1:241662500:242207500	1:242495000:243219375
1:242495000:243219375	1:243263125:244642500
1:243263125:244642500	1:244727500:244943750
1:244727500:244943750	1:244951250:245247500
1:244951250:245247500	1:245252500:246185000
1:245252500:246185000	1:246200000:246630000
1:246200000:246630000	1:246635000:246977500
1:246635000:246977500	1:246987500:247532500
1:246987500:247532500	1:247542500:247760000
1:247542500:247760000	1:248762500:249223286
1:248762500:249223286	10:870000:1182500
10:870000:1182500	10:2447500:3186250
10:2447500:3186250	10:3230000:4857500
10:3230000:4857500	10:4862500:5417500
10:4862500:5417500	10:5435000:5667500
10:5435000:5667500	10:5672500:6015625
10:5672500:6015625	10:6176250:6452500
10:6176250:6452500	10:6747500:7147500
10:6747500:7147500	10:7152500:7820625
10:7152500:7820625	10:8093750:9375000
10:8093750:9375000	10:10992500:11512500
10:10992500:11512500	10:11517500:11865000
10:11517500:11865000	10:12160000:13025000
10:12160000:13025000	10:13587500:14412500
10:13587500:14412500	10:14520000:15452500
10:14520000:15452500	10:15885000:16420000
10:15885000:16420000	10:16432500:16822500
10:16432500:16822500	10:16827500:17647500
10:16827500:17647500	10:17652500:17881250
10:17652500:17881250	10:18103750:18397500
10:18103750:18397500	10:18527500:19075000
10:18527500:19075000	10:21720000:22252500
10:21720000:22252500	10:22257500:22655000
10:22257500:22655000	10:22845000:23422500
10:22845000:23422500	10:23427500:23837500
10:23427500:23837500	10:24852500:25397500
10:24852500:25397500	10:26585000:26932500
10:26585000:26932500	10:28707500:28929375
10:28707500:28929375	10:28958750:29727500
10:28958750:29727500	10:30262500:30642500
10:30262500:30642500	10:30647500:30940000
10:30647500:30940000	10:30950000:32132500
10:30950000:32132500	10:32137500:32340000
10:32137500:32340000	10:33055000:33497500
10:33055000:33497500	10:33655000:35119375
10:33655000:35119375	10:35257500:35518750
10:35257500:35518750	10:35526250:35915000
10:35526250:35915000	10:35942500:37289375
10:35942500:37289375	10:37442500:38070625
10:37442500:38070625	10:38105000:39566875
10:38105000:39566875	10:42752500:44172500
10:42752500:44172500	10:44177500:45422500
10:44177500:45422500	10:48146875:48848750
10:48146875:48848750	10:49862500:50152500
10:49862500:50152500	10:50175000:51208125
10:50175000:51208125	10:51735000:52511250
10:51735000:52511250	10:52692500:54047500
10:52692500:54047500	10:56806250:57245000
10:56806250:57245000	10:58045000:58915000
10:58045000:58915000	10:59897500:60195000
10:59897500:60195000	10:60685000:61332500
10:60685000:61332500	10:61337500:61827500
10:61337500:61827500	10:62542500:62745000
10:62542500:62745000	10:62757500:63475000
10:62757500:63475000	10:63487500:63602500
10:63487500:63602500	10:63615000:64182500
10:63615000:64182500	10:64187500:64352500
10:64187500:64352500	10:64357500:64615000
10:64357500:64615000	10:64935000:65590000
10:64935000:65590000	10:65759375:66880000
10:65759375:66880000	10:68087500:69397500
10:68087500:69397500	10:69557500:70170000
10:69557500:70170000	10:70471875:70980000
10:70471875:70980000	10:70985000:71276875
10:70985000:71276875	10:71912500:72155000
10:71912500:72155000	10:72160000:72660000
10:72160000:72660000	10:72675000:73027500
10:72675000:73027500	10:73042500:73430000
10:73042500:73430000	10:73797500:74117500
10:73797500:74117500	10:74122500:74842500
10:74122500:74842500	10:75277500:75467500
10:75277500:75467500	10:75477500:75847500
10:75477500:75847500	10:75852500:75987500
10:75852500:75987500	10:76000000:76480625
10:76000000:76480625	10:76572500:77034375
10:76572500:77034375	10:77085000:78303750
10:77085000:78303750	10:78375000:78827500
10:78375000:78827500	10:78867500:79610000
10:78867500:79610000	10:79792500:81085000
10:79792500:81085000	10:81143750:81277500
10:81143750:81277500	10:81580625:81992500
10:81580625:81992500	10:82006875:82290000
10:82006875:82290000	10:82887500:84035000
10:82887500:84035000	10:84355000:85740000
10:84355000:85740000	10:86000000:86325000
10:86000000:86325000	10:88145000:88430000
10:88145000:88430000	10:88440000:88962500
10:88440000:88962500	10:89280000:90455000
10:89280000:90455000	10:90580000:90692500
10:90580000:90692500	10:90697500:90987500
10:90697500:90987500	10:90992500:91177500
10:90992500:91177500	10:91187500:91515000
10:91187500:91515000	10:92627500:93057500
10:92627500:93057500	10:93062500:93505000
10:93062500:93505000	10:93510000:93782500
10:93510000:93782500	10:93787500:94247500
10:93787500:94247500	10:94252500:94667500
10:94252500:94667500	10:94807500:95125000
10:94807500:95125000	10:95130000:95293750
10:95130000:95293750	10:95975000:96427500
10:95975000:96427500	10:96842500:97137500
10:96842500:97137500	10:97142500:97375000
10:97142500:97375000	10:97380000:97657500
10:97380000:97657500	10:98125000:98252500
10:98125000:98252500	10:99827500:100212500
10:99827500:100212500	10:100217500:100477500
10:100217500:100477500	10:100542500:101135000
10:100542500:101135000	10:101140000:101497500
10:101140000:101497500	10:101544375:101865000
10:101544375:101865000	10:102041875:102300000
10:102041875:102300000	10:102305000:102770000
10:102305000:102770000	10:102780000:103350000
10:102780000:103350000	10:103532500:103887500
10:103532500:103887500	10:103892500:104472500
10:103892500:104472500	10:104570000:105118750
10:104570000:105118750	10:105425000:105627500
10:105425000:105627500	10:105632500:106042500
10:105632500:106042500	10:106817500:108130000
10:106817500:108130000	10:111617500:112057500
10:111617500:112057500	10:112062500:112373750
10:112062500:112373750	10:112381250:112870000
10:112381250:112870000	10:113382500:113857500
10:113382500:113857500	10:115402500:116030000
10:115402500:116030000	10:116102500:116967500
10:116102500:116967500	10:116972500:118327500
10:116972500:118327500	10:119155000:119555000
10:119155000:119555000	10:119685000:120175000
10:119685000:120175000	10:120312500:120782500
10:120312500:120782500	10:120792500:121256250
10:120792500:121256250	10:121427500:121712500
10:121427500:121712500	10:122140000:122687500
10:122140000:122687500	10:122700000:123545000
10:122700000:123545000	10:123972500:124353125
10:123972500:124353125	10:125725000:126097500
10:125725000:126097500	10:126167500:126612500
10:126167500:126612500	10:126697500:127372500
10:126697500:127372500	10:127597500:128308750
10:127597500:128308750	10:129457500:130052500
10:129457500:130052500	10:132090000:132930000
10:132090000:132930000	11:207500:544375
11:207500:544375	11:1105000:1612500
11:1105000:1612500	11:2190000:2430000
11:2190000:2430000	11:3485625:4160000
11:3485625:4160000	11:5570000:5970000
11:5570000:5970000	11:6215000:6377500
11:6215000:6377500	11:8122500:8637500
11:8122500:8637500	11:8642500:8992500
11:8642500:8992500	11:9002500:9160000
11:9002500:9160000	11:9165000:9492500
11:9165000:9492500	11:9532500:9782500
11:9532500:9782500	11:9787500:10217500
11:9787500:10217500	11:10222500:10397500
11:10222500:10397500	11:10402500:10800000
11:10402500:10800000	11:10805000:10940000
11:10805000:10940000	11:10945000:11057500
11:10945000:11057500	11:12625000:12970000
11:12625000:12970000	11:13682500:14287500
11:13682500:14287500	11:14292500:14517500
11:14292500:14517500	11:15370000:15872500
11:15370000:15872500	11:15945000:16680000
11:15945000:16680000	11:16685000:17057500
11:16685000:17057500	11:17090000:17405000
11:17090000:17405000	11:17410000:17612500
11:17410000:17612500	11:18012500:18900000
11:18012500:18900000	11:22186875:22905000
11:22186875:22905000	11:25977500:26367500
11:25977500:26367500	11:26656875:27093125
11:26656875:27093125	11:27187500:27582500
11:27187500:27582500	11:27777500:28760000
11:27777500:28760000	11:30140000:31062500
11:30140000:31062500	11:31342500:32340000
11:31342500:32340000	11:32832500:33097500
11:32832500:33097500	11:33370000:33795000
11:33370000:33795000	11:33800000:34010000
11:33800000:34010000	11:34147500:34527500
11:34147500:34527500	11:34532500:34897500
11:34532500:34897500	11:34927500:35530000
11:34927500:35530000	11:35562500:36302500
11:35562500:36302500	11:36307500:36577500
11:36307500:36577500	11:36937500:37502500
11:36937500:37502500	11:43277500:44032500
11:43277500:44032500	11:44065000:44242500
11:44065000:44242500	11:44937500:45122500
11:44937500:45122500	11:45127500:45442500
11:45127500:45442500	11:45777500:46184375
11:45777500:46184375	11:46415000:46713125
11:46415000:46713125	11:46855000:47183750
11:46855000:47183750	11:47191250:47482500
11:47191250:47482500	11:47867500:48245000
11:47867500:48245000	11:48492500:49230000
11:48492500:49230000	11:51085000:52385625
11:51085000:52385625	11:53986875:56212500
11:53986875:56212500	11:57635000:58302500
11:57635000:58302500	11:58307500:58920000
11:58307500:58920000	11:58925000:59307500
11:58925000:59307500	11:59331875:59483750
11:59331875:59483750	11:59590000:60012500
11:59590000:60012500	11:60017500:60575000
11:60017500:60575000	11:60580000:60982500
11:60580000:60982500	11:61051875:61232500
11:61051875:61232500	11:61502500:61907500
11:61502500:61907500	11:61912500:62109375
11:61912500:62109375	11:62128125:62340000
11:62128125:62340000	11:62345000:62665000
11:62345000:62665000	11:63180000:63530000
11:63180000:63530000	11:63552500:63744375
11:63552500:63744375	11:63758125:63955000
11:63758125:63955000	11:64073125:64502500
11:64073125:64502500	11:65391250:65773750
11:65391250:65773750	11:66257500:66457500
11:66257500:66457500	11:66462500:66647500
11:66462500:66647500	11:66835000:67198125
11:66835000:67198125	11:67256250:67507500
11:67256250:67507500	11:67573125:67987500
11:67573125:67987500	11:68371250:68710625
11:68371250:68710625	11:68872500:69506250
11:68872500:69506250	11:69677500:70074375
11:69677500:70074375	11:71496250:71865000
11:71496250:71865000	11:71918125:72172500
11:71918125:72172500	11:72418125:73052500
11:72418125:73052500	11:73102500:73457500
11:73102500:73457500	11:73475000:73923125
11:73475000:73923125	11:74377500:74598750
11:74377500:74598750	11:75102500:75252500
11:75102500:75252500	11:76291250:76427500
11:76291250:76427500	11:76818125:77352500
11:76818125:77352500	11:77661250:78322500
11:77661250:78322500	11:78332500:78836250
11:78332500:78836250	11:81296250:82313125
11:81296250:82313125	11:82456250:82995000
11:82456250:82995000	11:83000000:83567500
11:83000000:83567500	11:83587500:84310000
11:83587500:84310000	11:84422500:85297500
11:84422500:85297500	11:86135000:86567500
11:86135000:86567500	11:86572500:87057500
11:86572500:87057500	11:87662500:88785000
11:87662500:88785000	11:88862500:89560000
11:88862500:89560000	11:92867500:93343750
11:92867500:93343750	11:93367500:93561875
11:93367500:93561875	11:93570625:94245000
11:93570625:94245000	11:94250000:94650000
11:94250000:94650000	11:94655000:95547500
11:94655000:95547500	11:95552500:96207500
11:95552500:96207500	11:96488125:97772500
11:96488125:97772500	11:99142500:100347500
11:99142500:100347500	11:100367500:100822500
11:100367500:100822500	11:101727500:101932500
11:101727500:101932500	11:102112500:102607500
11:102112500:102607500	11:103530000:103972500
11:103530000:103972500	11:104370000:105742500
11:104370000:105742500	11:106185000:107140000
11:106185000:107140000	11:107145000:107692500
11:107145000:107692500	11:107800000:108260000
11:107800000:108260000	11:108552500:108837500
11:108552500:108837500	11:108910000:109672500
11:108910000:109672500	11:110307500:111267500
11:110307500:111267500	11:111392500:111760000
11:111392500:111760000	11:111772500:111990000
11:111772500:111990000	11:112155000:113160000
11:112155000:113160000	11:113165000:113582500
11:113165000:113582500	11:113687500:114195000
11:113687500:114195000	11:114200000:114485000
11:114200000:114485000	11:115572500:116558750
11:115572500:116558750	11:116566250:117180000
11:116566250:117180000	11:117630000:118047500
11:117630000:118047500	11:118052500:118215625
11:118052500:118215625	11:118221875:118527500
11:118221875:118527500	11:118612500:118908125
11:118612500:118908125	11:119040000:119257500
11:119040000:119257500	11:119262500:120042500
11:119262500:120042500	11:120340000:120855000
11:120340000:120855000	11:121062500:121522500
11:121062500:121522500	11:121527500:122077500
11:121527500:122077500	11:122107500:122420000
11:122107500:122420000	11:122425000:122642500
11:122425000:122642500	11:122647500:122747500
11:122647500:122747500	11:124507500:124747500
11:124507500:124747500	11:127845000:128852500
11:127845000:128852500	11:128927500:129260000
11:128927500:129260000	11:129702500:130072500
11:129702500:130072500	11:130077500:130292500
11:130077500:130292500	11:130297500:130840000
11:130297500:130840000	11:133752500:134010000
11:133752500:134010000	12:282500:930000
12:282500:930000	12:935000:1067500
12:935000:1067500	12:1197500:1737500
12:1197500:1737500	12:1742500:1907500
12:1742500:1907500	12:1912500:2167500
12:1912500:2167500	12:3387500:3922500
12:3387500:3922500	12:3927500:4450000
12:3927500:4450000	12:4460000:4888750
12:4460000:4888750	12:4972500:5117500
12:4972500:5117500	12:5122500:5242500
12:5122500:5242500	12:5378125:6070000
12:5378125:6070000	12:6966875:7333125
12:6966875:7333125	12:7344375:8000000
12:7344375:8000000	12:8557500:9222500
12:8557500:9222500	12:9588750:9887500
12:9588750:9887500	12:10372500:10745000
12:10372500:10745000	12:10750000:10912500
12:10750000:10912500	12:10917500:11655000
12:10917500:11655000	12:11660000:12217500
12:11660000:12217500	12:12497500:12921875
12:12497500:12921875	12:12932500:13412500
12:12932500:13412500	12:13417500:13992500
12:13417500:13992500	12:14002500:14335000
12:14002500:14335000	12:14340000:14872500
12:14340000:14872500	12:14922500:15187500
12:14922500:15187500	12:15212500:15382500
12:15212500:15382500	12:15752500:16155000
12:15752500:16155000	12:18297500:18928750
12:18297500:18928750	12:21560000:21855000
12:21560000:21855000	12:22184375:22622500
12:22184375:22622500	12:22675000:22852500
12:22675000:22852500	12:23322500:23997500
12:23322500:23997500	12:24217500:24427500
12:24217500:24427500	12:24457500:25117500
12:24457500:25117500	12:25129375:25370000
12:25129375:25370000	12:25375000:25568750
12:25375000:25568750	12:25576250:26187500
12:25576250:26187500	12:27567500:27872500
12:27567500:27872500	12:27965000:28830000
12:27965000:28830000	12:29787500:29938750
12:29787500:29938750	12:29992500:30765000
12:29992500:30765000	12:30770000:30987500
12:30770000:30987500	12:30992500:31243125
12:30992500:31243125	12:31440000:31790000
12:31440000:31790000	12:31795000:32207500
12:31795000:32207500	12:32212500:32522500
12:32212500:32522500	12:32532500:32915000
12:32532500:32915000	12:33080000:34272500
12:33080000:34272500	12:39837500:40095000
12:39837500:40095000	12:40105000:40387500
12:40105000:40387500	12:40515000:40807500
12:40515000:40807500	12:41410000:42455625
12:41410000:42455625	12:42479375:42992500
12:42479375:42992500	12:43020000:43832500
12:43020000:43832500	12:44122500:44320000
12:44122500:44320000	12:46387500:46707500
12:46387500:46707500	12:46788750:47102500
12:46788750:47102500	12:47133125:47410000
12:47133125:47410000	12:47415000:48092500
12:47415000:48092500	12:48647500:49115000
12:48647500:49115000	12:49460000:49642500
12:49460000:49642500	12:49647500:50020000
12:49647500:50020000	12:50820000:51147500
12:50820000:51147500	12:51152500:51427500
12:51152500:51427500	12:52010000:52280000
12:52010000:52280000	12:52290000:52531250
12:52290000:52531250	12:52543750:53390000
12:52543750:53390000	12:53400000:53920000
12:53400000:53920000	12:53925000:54080000
12:53925000:54080000	12:54145000:54285000
12:54145000:54285000	12:54310000:54602500
12:54310000:54602500	12:54607500:54980000
12:54607500:54980000	12:54985000:55567500
12:54985000:55567500	12:55577500:56047500
12:55577500:56047500	12:56897500:57132500
12:56897500:57132500	12:57137500:57660000
12:57137500:57660000	12:57882500:58152500
12:57882500:58152500	12:58157500:58342500
12:58157500:58342500	12:58347500:59580000
12:58347500:59580000	12:59732500:60297500
12:59732500:60297500	12:62600000:63252500
12:62600000:63252500	12:64053750:64785000
12:64053750:64785000	12:64790000:65187500
12:64790000:65187500	12:65192500:65687500
12:65192500:65687500	12:65905000:66502500
12:65905000:66502500	12:66507500:67350000
12:66507500:67350000	12:67627500:68600000
12:67627500:68600000	12:68605000:68725000
12:68605000:68725000	12:68730000:69207500
12:68730000:69207500	12:69220000:69512500
12:69220000:69512500	12:69700000:70115000
12:69700000:70115000	12:70152500:71185000
12:70152500:71185000	12:71757500:71997500
12:71757500:71997500	12:72022500:72157500
12:72022500:72157500	12:72162500:72347500
12:72162500:72347500	12:72667500:73280000
12:72667500:73280000	12:73527500:74258125
12:73527500:74258125	12:74594375:74990000
12:74594375:74990000	12:75180000:75667500
12:75180000:75667500	12:75672500:75907500
12:75672500:75907500	12:75912500:76437500
12:75912500:76437500	12:76447500:76742500
12:76447500:76742500	12:76747500:76997500
12:76747500:76997500	12:77002500:77457500
12:77002500:77457500	12:79070000:79797500
12:79070000:79797500	12:79875000:80212500
12:79875000:80212500	12:80222500:80687500
12:80222500:80687500	12:80867500:81185000
12:80867500:81185000	12:81205000:81756250
12:81205000:81756250	12:82032500:82515000
12:82032500:82515000	12:84145000:84915000
12:84145000:84915000	12:87507500:88280000
12:87507500:88280000	12:88600000:89375000
12:88600000:89375000	12:89380000:89927500
12:89380000:89927500	12:89932500:90765000
12:89932500:90765000	12:91362500:91712500
12:91362500:91712500	12:91717500:92450000
12:91717500:92450000	12:92522500:93097500
12:92522500:93097500	12:93102500:93852500
12:93102500:93852500	12:93872500:94505000
12:93872500:94505000	12:94510000:94947500
12:94510000:94947500	12:94952500:95462500
12:94952500:95462500	12:95467500:95950000
12:95467500:95950000	12:95955000:96277500
12:95955000:96277500	12:96405000:96625000
12:96405000:96625000	12:96637500:96960000
12:96637500:96960000	12:96965000:97380000
12:96965000:97380000	12:97497500:97830000
12:97497500:97830000	12:99405000:100200000
12:99405000:100200000	12:100421250:101647500
12:100421250:101647500	12:101662500:102217500
12:101662500:102217500	12:102270000:102530000
12:102270000:102530000	12:102535000:103220000
12:102535000:103220000	12:103225000:104157500
12:103225000:104157500	12:104532500:105507500
12:104532500:105507500	12:105812500:106565000
12:105812500:106565000	12:106632500:107445000
12:106632500:107445000	12:107500000:108036250
12:107500000:108036250	12:108042500:108317500
12:108042500:108317500	12:108322500:108912500
12:108322500:108912500	12:108917500:109597500
12:108917500:109597500	12:109892500:110280000
12:109892500:110280000	12:110332500:110845000
12:110332500:110845000	12:110875000:111334375
12:110875000:111334375	12:111348125:111773125
12:111348125:111773125	12:112282500:112922500
12:112282500:112922500	12:114362500:114990625
12:114362500:114990625	12:115503125:116350000
12:115503125:116350000	12:116355000:116702500
12:116355000:116702500	12:116745000:117182500
