node_id	name	name	MXR_score	MXR_rank	n_trials
Compound_DB01065	Melatonin		2.1309825173923507e-05	111.0	2.0
Compound_DB01489	Camazepam		2.111998801499269e-05	112.0	
Compound_DB00991	Oxaprozin		2.104084786375508e-05	113.0	
Compound_DB01399	Salsalate		2.029248586768736e-05	115.0	
Compound_DB01577	Methamphetamine		1.996470050684489e-05	117.0	1.0
Compound_DB01200	Bromocriptine		1.9662769880970724e-05	118.0	
Compound_DB06802	Nepafenac		1.93702238756224e-05	120.0	
Compound_DB00726	Trimipramine		1.914985267423936e-05	121.0	
Compound_DB00182	Amphetamine		1.907907456008142e-05	122.0	
Compound_DB01576	Dextroamphetamine		1.892497826023936e-05	123.0	
Compound_DB01069	Promethazine		1.863152734185097e-05	125.0	
Compound_DB00420	Promazine		1.8548268785994465e-05	126.0	
Compound_DB00682	Warfarin		1.8365391031846664e-05	127.0	
Compound_DB01246	Alimemazine		1.8237836702385112e-05	128.0	
Compound_DB00332	Ipratropium bromide		1.7979101844863098e-05	129.0	
Compound_DB01075	Diphenhydramine		1.7933232592185552e-05	130.0	
Compound_DB08996	Dimetacrine		1.7897820460990676e-05	131.0	
Compound_DB00902	Methdilazine		1.782191918398189e-05	132.0	
Compound_DB00725	Homatropine Methylbromide		1.7392580521215807e-05	133.0	
Compound_DB01239	Chlorprothixene		1.6503947870475467e-05	135.0	
Compound_DB00751	Epinastine		1.6348485385822772e-05	137.0	
Compound_DB01346	Quinidine barbiturate		1.5684477092543834e-05	139.0	
Compound_DB01273	Varenicline		1.5189320995593256e-05	142.0	
Compound_DB01397	Magnesium salicylate		1.5122679236299593e-05	143.0	
Compound_DB09017	Brotizolam		1.50228519805738e-05	144.0	
Compound_DB00865	Benzphetamine		1.4899883315115626e-05	145.0	
Compound_DB01030	Topotecan		1.4763056714949097e-05	146.0	
Compound_DB01255	Lisdexamfetamine		1.4266753310105142e-05	147.0	
Compound_DB00168	Aspartame		1.409039750025368e-05	148.0	
Compound_DB01553	Cloxazolam		1.4006428577599248e-05	149.0	
Compound_DB00731	Nateglinide		1.3819586543823312e-05	152.0	
Compound_DB00191	Phentermine		1.3751417385967676e-05	153.0	
Compound_DB00514	Dextromethorphan		1.340801726089881e-05	154.0	
Compound_DB00217	Bethanidine		1.3196932129767484e-05	155.0	
Compound_DB00579	Mazindol		1.3024352860570896e-05	156.0	
Compound_DB00946	Phenprocoumon		1.2906928089518464e-05	157.0	
Compound_DB01365	Mephentermine		1.2869708045201298e-05	158.0	
Compound_DB00570	Vinblastine		1.2733059915780531e-05	159.0	
Compound_DB00970	Dactinomycin		1.2690042876147937e-05	160.0	
Compound_DB00914	Phenformin		1.2589737335107303e-05	161.0	
Compound_DB00997	Doxorubicin		1.246426301960784e-05	162.0	
Compound_DB00262	Carmustine		1.22816094017634e-05	164.0	
Compound_DB00853	Temozolomide		1.2166897650348204e-05	165.0	
Compound_DB00344	Protriptyline		1.2106683849412756e-05	166.0	
Compound_DB01142	Doxepin		1.2091867772841092e-05	167.0	
Compound_DB00477	Chlorpromazine		1.1955236168895865e-05	168.0	
Compound_DB01234	Dexamethasone		1.1920992643438614e-05	169.0	
Compound_DB00474	Methohexital		1.186998195320325e-05	170.0	
Compound_DB06803	Niclosamide		1.1608930722833487e-05	171.0	
Compound_DB01049	Ergoloid mesylate		1.160023768025321e-05	172.0	
Compound_DB01254	Dasatinib		1.1348128958412378e-05	173.0	
Compound_DB06148	Mianserin		1.117754724925012e-05	174.0	
Compound_DB00443	Betamethasone		1.116428713606856e-05	175.0	
Compound_DB00712	Flurbiprofen		1.1073742599342148e-05	176.0	
Compound_DB08799	Antazoline		1.095689726272402e-05	177.0	
Compound_DB01359	Penbutolol		1.08389286039331e-05	178.0	
Compound_DB00170	Menadione		1.079958497952044e-05	179.0	
Compound_DB00762	Irinotecan		1.0719747964223264e-05	180.0	
Compound_DB00536	Guanidine		1.0700521175133216e-05	181.0	
Compound_DB00964	Apraclonidine		1.0681885341613972e-05	182.0	
Compound_DB00390	Digoxin		1.0632830361606391e-05	183.0	
Compound_DB01210	Levobunolol		1.057217967619935e-05	184.0	
Compound_DB00484	Brimonidine		1.056230570970751e-05	185.0	
Compound_DB00104	Octreotide		1.051974328733708e-05	186.0	
Compound_DB00445	Epirubicin		1.0517556767746922e-05	187.0	
Compound_DB00734	Risperidone		1.0372545717882043e-05	188.0	
Compound_DB01619	Phenindamine		1.0333439903566305e-05	189.0	
Compound_DB00192	Indecainide		1.031143157502836e-05	190.0	
Compound_DB00563	Methotrexate		1.029877563697839e-05	192.0	
Compound_DB01186	Pergolide		1.004681629380719e-05	193.0	
Compound_DB08911	Trametinib		9.978090634446786e-06	194.0	
Compound_DB01179	Podofilox		9.937679553402289e-06	195.0	
Compound_DB00773	Etoposide		9.929976403268387e-06	196.0	
Compound_DB00643	Mebendazole		9.813429374271104e-06	197.0	
Compound_DB00392	Ethopropazine		9.807232154089356e-06	198.0	
Compound_DB08808	Bupranolol		9.803325557357888e-06	199.0	
