1:2725000:3355000	1:4725000:5552500
1:89940000:90087500	1:90092500:90257500
1:90092500:90257500	1:90262500:90512500
1:90262500:90512500	1:91962500:92422500
1:91962500:92422500	1:92427500:92765000
1:92427500:92765000	1:92770000:93250000
1:92770000:93250000	1:93460000:93722500
1:93460000:93722500	1:93747500:93842500
1:93747500:93842500	1:93880000:94092500
1:93880000:94092500	1:94097500:94392500
1:94097500:94392500	1:94412500:94824375
1:94412500:94824375	1:94942500:95287500
1:94942500:95287500	1:95300000:95530000
1:95300000:95530000	1:95550000:95722500
1:95550000:95722500	1:96727500:97400000
1:96727500:97400000	1:97405000:98572500
1:97405000:98572500	1:98632500:99030000
1:98632500:99030000	1:99612500:100202500
1:99612500:100202500	1:100207500:100500000
1:100207500:100500000	1:100505000:100922500
1:100505000:100922500	1:100960000:101362500
1:100960000:101362500	1:101367500:101845000
1:101367500:101845000	1:101962500:103472500
1:101962500:103472500	1:103550000:104200000
1:103550000:104200000	1:104270000:105107500
1:104270000:105107500	1:105360000:106355000
1:105360000:106355000	1:107757500:108127500
1:107757500:108127500	1:108167500:108302500
1:108167500:108302500	1:108307500:108901875
1:108307500:108901875	1:108983750:109212500
1:108983750:109212500	1:109217500:109485000
1:109217500:109485000	1:109797500:109962500
1:109797500:109962500	1:110170000:110317500
1:110170000:110317500	1:110322500:110577500
1:110322500:110577500	1:111147500:111342500
1:111147500:111342500	1:111560000:111990000
1:111560000:111990000	1:111995000:112337500
1:111995000:112337500	1:112342500:112915000
1:112342500:112915000	1:112920000:113247500
1:112920000:113247500	1:113352500:113615000
1:113352500:113615000	1:113625000:114250000
1:113625000:114250000	1:114515000:114870000
1:114515000:114870000	1:115117500:115335000
1:115117500:115335000	1:115497500:115657500
1:115497500:115657500	1:115662500:116127500
1:115662500:116127500	1:116152500:116322500
1:116152500:116322500	1:116327500:116655000
1:116327500:116655000	1:116660000:116890000
1:116660000:116890000	1:117112500:117602500
1:117112500:117602500	1:118025000:118555000
1:118025000:118555000	1:118572500:120140000
1:118572500:120140000	1:120145000:120732500
1:120145000:120732500	1:144400000:145187500
1:144400000:145187500	1:145312500:145897500
1:145312500:145897500	1:146722500:146870000
1:146722500:146870000	1:146875000:148131875
1:146875000:148131875	1:150528750:150987500
1:150528750:150987500	1:150992500:151240000
1:150992500:151240000	1:151375000:151952500
1:151375000:151952500	1:152017500:152161250
1:152017500:152161250	1:152173750:152447500
1:152173750:152447500	1:152452500:153312500
1:152452500:153312500	1:154520000:154917500
1:154520000:154917500	1:155259375:155583125
1:155259375:155583125	1:156058750:156320000
1:156058750:156320000	1:156422500:156630000
1:156422500:156630000	1:156640000:156891250
1:156640000:156891250	1:156900000:157140000
1:156900000:157140000	1:157150000:157503125
1:157150000:157503125	1:157517500:157922500
1:157517500:157922500	1:157927500:158107500
1:157927500:158107500	1:158132500:158472500
1:158132500:158472500	1:158555000:159082500
1:158555000:159082500	1:159087500:159780000
1:159087500:159780000	1:160062500:160237500
1:160062500:160237500	1:160372500:160630000
1:160372500:160630000	1:160635000:160980000
1:160635000:160980000	1:161158750:161415000
1:161158750:161415000	1:162010000:162608125
1:162010000:162608125	1:162793125:163327500
1:162793125:163327500	1:164490000:165070000
1:164490000:165070000	1:165180000:165572500
1:165180000:165572500	1:166435000:166822500
1:166435000:166822500	1:166847500:167032500
1:166847500:167032500	1:167037500:167187500
1:167037500:167187500	1:167192500:167560000
1:167192500:167560000	1:167677500:167782500
1:167677500:167782500	1:167875000:168052500
1:167875000:168052500	1:168155000:168292500
1:168155000:168292500	1:168297500:168550000
1:168297500:168550000	1:168555000:169417500
1:168555000:169417500	1:169422500:169515000
1:169422500:169515000	1:169520000:169867500
1:169520000:169867500	1:170057500:171422500
1:170057500:171422500	1:171695000:172022500
1:171695000:172022500	1:172052500:172397500
1:172052500:172397500	1:172712500:173305000
1:172712500:173305000	1:173392500:173867500
1:173392500:173867500	1:174217500:174722500
1:174217500:174722500	1:174727500:174992500
1:174727500:174992500	1:175092500:175302500
1:175092500:175302500	1:175307500:176262500
1:175307500:176262500	1:176852500:177917500
1:176852500:177917500	1:177940000:178270000
1:177940000:178270000	1:178275000:178485000
1:178275000:178485000	1:178502500:178670000
1:178502500:178670000	1:178720000:179047500
1:178720000:179047500	1:179052500:179405000
1:179052500:179405000	1:179655000:179790000
1:179655000:179790000	1:179795000:180162500
1:179795000:180162500	1:180180000:180460000
1:180180000:180460000	1:180465000:180842500
1:180465000:180842500	1:181407500:182009375
1:181407500:182009375	1:182545000:182862500
1:182545000:182862500	1:182867500:183242500
1:182867500:183242500	1:183595000:183897500
1:183595000:183897500	1:183965000:184690000
1:183965000:184690000	1:184695000:184975000
1:184695000:184975000	1:184985000:185152500
1:184985000:185152500	1:185157500:185677500
1:185157500:185677500	1:185682500:186285000
1:185682500:186285000	1:186347500:187012500
1:186347500:187012500	1:187017500:188920000
1:187017500:188920000	1:189107500:190412500
1:189107500:190412500	1:192427500:192582500
1:192427500:192582500	1:192755000:193097500
1:192755000:193097500	1:196092500:196272500
1:196092500:196272500	1:196277500:196733125
1:196277500:196733125	1:197135000:197350000
1:197135000:197350000	1:197355000:197905000
1:197355000:197905000	1:197910000:198687500
1:197910000:198687500	1:198692500:199552500
1:198692500:199552500	1:200547500:200857500
1:200547500:200857500	1:201205000:201380000
1:201205000:201380000	1:202995000:203212500
1:202995000:203212500	1:203302500:203462500
1:203302500:203462500	1:203467500:203822500
1:203467500:203822500	1:203827500:204107500
1:203827500:204107500	1:204112500:204377500
1:204112500:204377500	1:204382500:204517500
1:204382500:204517500	1:204522500:204920000
1:204522500:204920000	1:204925000:205242500
1:204925000:205242500	1:205302500:205530000
1:205302500:205530000	1:205742500:205993750
1:205742500:205993750	1:206762500:207100000
1:206762500:207100000	1:207242500:207752500
1:207242500:207752500	1:207985000:208162500
1:207985000:208162500	1:208167500:208425000
1:208167500:208425000	1:209735000:209980000
1:209735000:209980000	1:210010000:210285000
1:210010000:210285000	1:210290000:210517500
1:210290000:210517500	1:210587500:211432500
1:210587500:211432500	1:211840000:212202500
1:211840000:212202500	1:212207500:212627500
1:212207500:212627500	1:212632500:212972500
1:212632500:212972500	1:212977500:213270000
1:212977500:213270000	1:213402500:214365000
1:213402500:214365000	1:214370000:214512500
1:214370000:214512500	1:214517500:214837500
1:214517500:214837500	1:214905000:215832500
1:214905000:215832500	1:216332500:216997500
1:216332500:216997500	1:218566875:219988750
1:218566875:219988750	1:220980000:221397500
1:220980000:221397500	1:221402500:221625000
1:221402500:221625000	1:222892500:223302500
1:222892500:223302500	1:223322500:223885000
1:223322500:223885000	1:223947500:224114375
1:223947500:224114375	1:224657500:225112500
1:224657500:225112500	1:225605000:226035000
1:225605000:226035000	1:227042500:227417500
1:227042500:227417500	1:227422500:227662500
1:227422500:227662500	1:227730000:227923750
1:227730000:227923750	1:227936250:228166250
1:227936250:228166250	1:228765000:229377500
1:228765000:229377500	1:229382500:229677500
1:229382500:229677500	1:229715000:230192500
1:229715000:230192500	1:230197500:230497500
1:230197500:230497500	1:230737500:231410000
1:230737500:231410000	1:231452500:231770000
1:231452500:231770000	1:231952500:232747500
1:231952500:232747500	1:232762500:233425000
1:232762500:233425000	1:233430000:234235000
1:233430000:234235000	1:234240000:234497500
1:234240000:234497500	1:234607500:235267500
1:234607500:235267500	1:235272500:235625625
1:235272500:235625625	1:235670000:236217500
1:235670000:236217500	1:236222500:236755000
1:236222500:236755000	1:236760000:237113125
1:236760000:237113125	1:237119375:237740000
1:237119375:237740000	1:237777500:237967500
1:237777500:237967500	1:237972500:238362500
1:237972500:238362500	1:239540000:240172500
1:239540000:240172500	1:240262500:241650000
1:240262500:241650000	1:241660000:242187500
1:241660000:242187500	1:242500000:243156875
1:242500000:243156875	1:244727500:244943750
1:244727500:244943750	1:244951250:245235000
1:244951250:245235000	1:245240000:246157500
1:245240000:246157500	1:246162500:246662500
1:246162500:246662500	1:247130000:247532500
1:247130000:247532500	1:247537500:247747500
1:247537500:247747500	1:247752500:249133125
1:247752500:249133125	10:116875:836250
10:116875:836250	10:843750:1160000
10:843750:1160000	10:1632500:3015000
10:1632500:3015000	10:5477500:5700000
10:5477500:5700000	10:5717500:5980000
10:5717500:5980000	10:6176250:6447500
10:6176250:6447500	10:6452500:6737500
10:6452500:6737500	10:6747500:7553750
10:6747500:7553750	10:7561250:7758125
10:7561250:7758125	10:7882500:8080625
10:7882500:8080625	10:8086875:9352500
10:8086875:9352500	10:11535000:11812500
10:11535000:11812500	10:11817500:12045000
10:11817500:12045000	10:12195000:12762500
10:12195000:12762500	10:12767500:13210000
10:12767500:13210000	10:13622500:13830000
10:13622500:13830000	10:13835000:14530000
10:13835000:14530000	10:14535000:15028125
10:14535000:15028125	10:15207500:15445000
10:15207500:15445000	10:15450000:15892500
10:15450000:15892500	10:16855000:17778750
10:16855000:17778750	10:18104375:18522500
10:18104375:18522500	10:18970000:19640000
10:18970000:19640000	10:19645000:20105000
10:19645000:20105000	10:20110000:20592500
10:20110000:20592500	10:21745000:22040000
10:21745000:22040000	10:22067500:22252500
10:22067500:22252500	10:22257500:22492500
10:22257500:22492500	10:22835000:23412500
10:22835000:23412500	10:24240000:24842500
10:24240000:24842500	10:24847500:25390000
10:24847500:25390000	10:26069375:26602500
10:26069375:26602500	10:26607500:26892500
10:26607500:26892500	10:26977500:27185000
10:26977500:27185000	10:27190000:27597500
10:27190000:27597500	10:28707500:28910000
10:28707500:28910000	10:28915000:29282500
10:28915000:29282500	10:29287500:29667500
10:29287500:29667500	10:30277500:30677500
10:30277500:30677500	10:30682500:30937500
10:30682500:30937500	10:32137500:32326250
10:32137500:32326250	10:32525000:32665000
10:32525000:32665000	10:33459375:34942500
10:33459375:34942500	10:34947500:35350000
10:34947500:35350000	10:35380000:35518750
10:35380000:35518750	10:35526250:35892500
10:35526250:35892500	10:35897500:37177500
10:35897500:37177500	10:37420000:38107500
10:37420000:38107500	10:38261875:39644375
10:38261875:39644375	10:42706875:43265000
10:42706875:43265000	10:43314375:43660000
10:43314375:43660000	10:44062500:44902500
10:44062500:44902500	10:46765000:47250000
10:46765000:47250000	10:49737500:49852500
10:49737500:49852500	10:51738750:52441250
10:51738750:52441250	10:56785000:57530000
10:56785000:57530000	10:57617500:58790625
10:57617500:58790625	10:59902500:60185000
10:59902500:60185000	10:60987500:61370000
10:60987500:61370000	10:61542500:61840000
10:61542500:61840000	10:61845000:62218125
10:61845000:62218125	10:62517500:62732500
10:62517500:62732500	10:63662500:63790000
10:63662500:63790000	10:64300000:64605000
10:64300000:64605000	10:64615000:64912500
10:64615000:64912500	10:64917500:65593750
10:64917500:65593750	10:68690000:69412500
10:68690000:69412500	10:70486250:70740000
10:70486250:70740000	10:70992500:71167500
10:70992500:71167500	10:71172500:71277500
10:71172500:71277500	10:71286250:71727500
10:71286250:71727500	10:71927500:72157500
10:71927500:72157500	10:72297500:72647500
10:72297500:72647500	10:72652500:73042500
10:72652500:73042500	10:73047500:73567500
10:73047500:73567500	10:73572500:73667500
10:73572500:73667500	10:73835000:74011250
10:73835000:74011250	10:74023750:74118125
10:74023750:74118125	10:74124375:74900000
10:74124375:74900000	10:74947500:75503125
10:74947500:75503125	10:75560000:75910000
10:75560000:75910000	10:77028750:77872500
10:77028750:77872500	10:78329375:78897500
10:78329375:78897500	10:78902500:79577500
10:78902500:79577500	10:79792500:81025000
10:79792500:81025000	10:82095000:82292500
10:82095000:82292500	10:82363750:82787500
10:82363750:82787500	10:86000000:86317500
10:86000000:86317500	10:86512500:88145000
10:86512500:88145000	10:88150000:88430000
10:88150000:88430000	10:90427500:90590000
10:90427500:90590000	10:90747500:91000000
10:90747500:91000000	10:91005000:91172500
10:91005000:91172500	10:91177500:91542500
10:91177500:91542500	10:91547500:92560000
10:91547500:92560000	10:92627500:93052500
10:92627500:93052500	10:93057500:93505000
10:93057500:93505000	10:93785000:94310625
10:93785000:94310625	10:94417500:94637500
10:94417500:94637500	10:94642500:94827500
10:94642500:94827500	10:94832500:95132500
10:94832500:95132500	10:95301250:95456875
10:95301250:95456875	10:95470625:96377500
10:95470625:96377500	10:96872500:97132500
10:96872500:97132500	10:97137500:97410000
10:97137500:97410000	10:97420000:97625000
10:97420000:97625000	10:98597500:98815000
10:98597500:98815000	10:99507500:99642500
10:99507500:99642500	10:100177500:100450000
10:100177500:100450000	10:100472500:101132500
10:100472500:101132500	10:101137500:101490000
10:101137500:101490000	10:102040000:102297500
10:102040000:102297500	10:102302500:102786250
10:102302500:102786250	10:103347500:103550000
10:103347500:103550000	10:103555000:103882500
10:103555000:103882500	10:104427500:104577500
10:104427500:104577500	10:105450000:105637500
10:105450000:105637500	10:105642500:106087500
10:105642500:106087500	10:109147500:109655000
10:109147500:109655000	10:109870000:110415000
10:109870000:110415000	10:111622500:111887500
10:111622500:111887500	10:111892500:112062500
10:111892500:112062500	10:112067500:112373750
10:112067500:112373750	10:112817500:112980000
10:112817500:112980000	10:113382500:113870000
10:113382500:113870000	10:113875000:114215000
10:113875000:114215000	10:115427500:115945000
10:115427500:115945000	10:116172500:116627500
10:116172500:116627500	10:116632500:116942500
10:116632500:116942500	10:117342500:118195000
10:117342500:118195000	10:118430000:118955000
10:118430000:118955000	10:118960000:119237500
10:118960000:119237500	10:119242500:119560000
10:119242500:119560000	10:119620000:120287500
10:119620000:120287500	10:120315000:120787500
10:120315000:120787500	10:120852500:121292500
10:120852500:121292500	10:122112500:122637500
10:122112500:122637500	10:122682500:123557500
10:122682500:123557500	10:123970000:124337500
10:123970000:124337500	10:124562500:124777500
10:124562500:124777500	10:124782500:125337500
10:124782500:125337500	10:125342500:125737500
10:125342500:125737500	10:125742500:125881250
10:125742500:125881250	10:125903750:126157500
10:125903750:126157500	10:126847500:127487500
10:126847500:127487500	10:127597500:128260000
10:127597500:128260000	10:129485000:129677500
10:129485000:129677500	10:129682500:129977500
10:129682500:129977500	10:129992500:130762500
10:129992500:130762500	10:131997500:133693750
10:131997500:133693750	10:133977500:134452500
10:133977500:134452500	11:1091875:1611875
11:1091875:1611875	11:2515000:2937500
11:2515000:2937500	11:3830000:4147500
11:3830000:4147500	11:4157500:5100000
11:4157500:5100000	11:5997500:6380000
11:5997500:6380000	11:6385000:6535000
11:6385000:6535000	11:6540000:6797500
11:6540000:6797500	11:6925000:7810625
11:6925000:7810625	11:8012500:8150000
11:8012500:8150000	11:8162500:8312500
11:8162500:8312500	11:8317500:8612500
11:8317500:8612500	11:8630000:8922500
11:8630000:8922500	11:9010000:9167500
11:9010000:9167500	11:9177500:9540000
11:9177500:9540000	11:9627500:9782500
11:9627500:9782500	11:9787500:10207500
11:9787500:10207500	11:10212500:10402500
11:10212500:10402500	11:10407500:10767500
11:10407500:10767500	11:10772500:10950000
11:10772500:10950000	11:11050000:11807500
11:11050000:11807500	11:11812500:12062500
11:11812500:12062500	11:12067500:12322500
11:12067500:12322500	11:12327500:12967500
11:12327500:12967500	11:12972500:13205000
11:12972500:13205000	11:13935000:14295000
11:13935000:14295000	11:14545000:14805000
11:14545000:14805000	11:14810000:14952500
11:14810000:14952500	11:15117500:15275000
11:15117500:15275000	11:15797500:16735000
11:15797500:16735000	11:16740000:17100000
11:16740000:17100000	11:17105000:17235000
11:17105000:17235000	11:17240000:17382500
11:17240000:17382500	11:17395000:17577500
11:17395000:17577500	11:17730000:18032500
11:17730000:18032500	11:18243750:18855000
11:18243750:18855000	11:18900000:19270000
11:18900000:19270000	11:19275000:19572500
11:19275000:19572500	11:19577500:19947500
11:19577500:19947500	11:19952500:20150000
11:19952500:20150000	11:20155000:20397500
11:20155000:20397500	11:20410000:20657500
11:20410000:20657500	11:22320000:22875000
11:22320000:22875000	11:26707500:27187500
11:26707500:27187500	11:27192500:27525000
11:27192500:27525000	11:28832500:29388750
11:28832500:29388750	11:29401875:30202500
11:29401875:30202500	11:30235000:31062500
11:30235000:31062500	11:32320000:32772500
11:32320000:32772500	11:33170000:33372500
11:33170000:33372500	11:33377500:33797500
11:33377500:33797500	11:34530000:34932500
11:34530000:34932500	11:34937500:35497500
11:34937500:35497500	11:35545000:36302500
11:35545000:36302500	11:36307500:36572500
11:36307500:36572500	11:36845000:37461250
11:36845000:37461250	11:37468750:38872500
11:37468750:38872500	11:39387500:40160000
11:39387500:40160000	11:42752500:43312500
11:42752500:43312500	11:43317500:43532500
11:43317500:43532500	11:43585000:43887500
11:43585000:43887500	11:44107500:44275000
11:44107500:44275000	11:44300000:44483125
11:44300000:44483125	11:44605000:44942500
11:44605000:44942500	11:44947500:45117500
11:44947500:45117500	11:45122500:45377500
11:45122500:45377500	11:45382500:45826250
11:45382500:45826250	11:45838750:46210000
11:45838750:46210000	11:46660000:46862500
11:46660000:46862500	11:46867500:47216250
11:46867500:47216250	11:47897500:48207500
11:47897500:48207500	11:48646250:49230000
11:48646250:49230000	11:50311250:50885000
11:50311250:50885000	11:51085000:52385000
11:51085000:52385000	11:53985000:55446250
11:53985000:55446250	11:55556250:56565000
11:55556250:56565000	11:57080000:57420000
11:57080000:57420000	11:57637500:58305000
11:57637500:58305000	11:58937500:59257500
11:58937500:59257500	11:59300000:59482500
11:59300000:59482500	11:59580000:60027500
11:59580000:60027500	11:60102500:60527500
11:60102500:60527500	11:60708750:60982500
11:60708750:60982500	11:61007500:61207500
11:61007500:61207500	11:61632500:61898750
11:61632500:61898750	11:61906250:62140000
11:61906250:62140000	11:62145000:62342500
11:62145000:62342500	11:62347500:62652500
11:62347500:62652500	11:63572500:63750000
11:63572500:63750000	11:63760000:63960000
11:63760000:63960000	11:64097500:64530000
11:64097500:64530000	11:65429375:65773750
11:65429375:65773750	11:65791875:65917500
11:65791875:65917500	11:66230000:66452500
11:66230000:66452500	11:66457500:66828125
11:66457500:66828125	11:66836250:67253125
11:66836250:67253125	11:67666875:67982500
11:67666875:67982500	11:68187500:68363750
11:68187500:68363750	11:68371250:68677500
11:68371250:68677500	11:69736250:70050000
11:69736250:70050000	11:70060000:70280000
11:70060000:70280000	11:71510000:71921875
11:71510000:71921875	11:71930625:72172500
11:71930625:72172500	11:72177500:72288750
11:72177500:72288750	11:72425625:72900000
11:72425625:72900000	11:73080000:73390000
11:73080000:73390000	11:73660000:73930000
11:73660000:73930000	11:74627500:74975000
11:74627500:74975000	11:75107500:75252500
11:75107500:75252500	11:75257500:75443125
11:75257500:75443125	11:75592500:75910000
11:75592500:75910000	11:75920000:76283750
11:75920000:76283750	11:76291250:76427500
11:76291250:76427500	11:76432500:76660000
11:76432500:76660000	11:76818125:77347500
11:76818125:77347500	11:77762500:78307500
11:77762500:78307500	11:78312500:78842500
11:78312500:78842500	11:78930000:79390000
11:78930000:79390000	11:79965000:81012500
11:79965000:81012500	11:81292500:82407500
11:81292500:82407500	11:82482500:83005000
11:82482500:83005000	11:83010000:83537500
11:83010000:83537500	11:84207500:84447500
11:84207500:84447500	11:84517500:85292500
11:84517500:85292500	11:85297500:85552500
11:85297500:85552500	11:85590000:86037500
11:85590000:86037500	11:86605000:87050000
11:86605000:87050000	11:87055000:87147500
11:87055000:87147500	11:87165000:87360000
11:87165000:87360000	11:88817500:89560000
11:88817500:89560000	11:89750000:90195000
11:89750000:90195000	11:90200000:91027500
11:90200000:91027500	11:92970000:93390000
11:92970000:93390000	11:93395000:93563750
11:93395000:93563750	11:93579375:94245000
11:93579375:94245000	11:94342500:94702500
11:94342500:94702500	11:94882500:95517500
11:94882500:95517500	11:95522500:96185000
11:95522500:96185000	11:96190000:97077500
11:96190000:97077500	11:98977500:99602500
11:98977500:99602500	11:99640000:100427500
11:99640000:100427500	11:100432500:100852500
11:100432500:100852500	11:102132500:102585000
11:102132500:102585000	11:102595000:102882500
11:102595000:102882500	11:102897500:103517500
11:102897500:103517500	11:103522500:104112500
11:103522500:104112500	11:104447500:104735000
11:104447500:104735000	11:106153125:107085000
11:106153125:107085000	11:108546250:108795000
11:108546250:108795000	11:108832500:109755000
11:108832500:109755000	11:109807500:110052500
11:109807500:110052500	11:110057500:110312500
11:110057500:110312500	11:110317500:111172500
11:110317500:111172500	11:111367500:111747500
11:111367500:111747500	11:111782500:111970000
11:111782500:111970000	11:111975000:112145000
11:111975000:112145000	11:112450000:113172500
11:112450000:113172500	11:113177500:113595000
11:113177500:113595000	11:113722500:114170000
11:113722500:114170000	11:115167500:116595000
11:115167500:116595000	11:116600000:117102500
11:116600000:117102500	11:117230000:117640000
11:117230000:117640000	11:117665000:118010000
11:117665000:118010000	11:118030000:118215625
11:118030000:118215625	11:118221875:118527500
11:118221875:118527500	11:119072500:119215000
11:119072500:119215000	11:119262500:120032500
11:119262500:120032500	11:120177500:120357500
11:120177500:120357500	11:120362500:120815625
11:120362500:120815625	11:121132500:121502500
11:121132500:121502500	11:122080000:122435000
11:122080000:122435000	11:122440000:122705000
11:122440000:122705000	11:122747500:122942500
11:122747500:122942500	11:122947500:123157500
11:122947500:123157500	11:123162500:123425000
11:123162500:123425000	11:123860000:124267500
11:123860000:124267500	11:124272500:124502500
11:124272500:124502500	11:124507500:124740000
11:124507500:124740000	11:125542500:125757500
11:125542500:125757500	11:125762500:126165000
11:125762500:126165000	11:126320000:126895000
11:126320000:126895000	11:127930000:128842500
11:127930000:128842500	11:129245000:129655000
11:129245000:129655000	11:129692500:130052500
11:129692500:130052500	11:130295000:130795000
11:130295000:130795000	11:130852500:131422500
11:130852500:131422500	11:131445000:131572500
11:131445000:131572500	11:132925000:133777500
11:132925000:133777500	11:133881250:134027500
11:133881250:134027500	12:667500:870000
12:667500:870000	12:927500:1072500
12:927500:1072500	12:1212500:1727500
12:1212500:1727500	12:1732500:1907500
12:1732500:1907500	12:1912500:2085000
12:1912500:2085000	12:2155000:2877500
12:2155000:2877500	12:3160000:3397500
12:3160000:3397500	12:3402500:3947500
12:3402500:3947500	12:3952500:4407500
12:3952500:4407500	12:4412500:4670000
12:4412500:4670000	12:4896250:5117500
12:4896250:5117500	12:5237500:5507500
12:5237500:5507500	12:6165000:6422500
12:6165000:6422500	12:6979375:7277500
12:6979375:7277500	12:7345000:7830000
12:7345000:7830000	12:9077500:9202500
12:9077500:9202500	12:9207500:9450000
12:9207500:9450000	12:9616875:9880000
12:9616875:9880000	12:10370000:10722500
12:10370000:10722500	12:10737500:10910000
12:10737500:10910000	12:10915000:11392500
12:10915000:11392500	12:11670000:12217500
12:11670000:12217500	12:12222500:12502500
12:12222500:12502500	12:12507500:12918125
12:12507500:12918125	12:13407500:14335000
12:13407500:14335000	12:14887500:15162500
12:14887500:15162500	12:15167500:15417500
12:15167500:15417500	12:15422500:15672500
12:15422500:15672500	12:15727500:16092500
12:15727500:16092500	12:16170000:16542500
12:16170000:16542500	12:16552500:16817500
12:16552500:16817500	12:17152500:17905000
12:17152500:17905000	12:18292500:19550625
12:18292500:19550625	12:19832500:20892500
12:19832500:20892500	12:21847500:22183750
12:21847500:22183750	12:22191250:22630000
12:22191250:22630000	12:22650000:22835000
12:22650000:22835000	12:22882500:23307500
12:22882500:23307500	12:23397500:24155000
12:23397500:24155000	12:24280000:24987500
