1:2112500:2342500	1:2697500:3357500
1:101912500:103435000	1:103510000:104190625
1:103510000:104190625	1:105460000:106222500
1:105460000:106222500	1:108307500:108857500
1:108307500:108857500	1:108981875:109282500
1:108981875:109282500	1:109287500:109500000
1:109287500:109500000	1:109617500:109747500
1:109617500:109747500	1:109775000:109957500
1:109775000:109957500	1:110170000:110317500
1:110170000:110317500	1:110322500:110577500
1:110322500:110577500	1:110722500:110865000
1:110722500:110865000	1:110875000:111052500
1:110875000:111052500	1:111152500:111335000
1:111152500:111335000	1:111995000:112342500
1:111995000:112342500	1:112347500:112887500
1:112347500:112887500	1:112902500:113247500
1:112902500:113247500	1:113252500:113615000
1:113252500:113615000	1:113625000:114267500
1:113625000:114267500	1:114272500:114482500
1:114272500:114482500	1:114507500:114875000
1:114507500:114875000	1:114880000:115117500
1:114880000:115117500	1:115122500:115327500
1:115122500:115327500	1:115660000:116150000
1:115660000:116150000	1:116155000:116320000
1:116155000:116320000	1:116325000:116655000
1:116325000:116655000	1:118002500:118400000
1:118002500:118400000	1:118607500:119810000
1:118607500:119810000	1:144400000:145187500
1:144400000:145187500	1:145312500:145899375
1:145312500:145899375	1:146722500:148130000
1:146722500:148130000	1:149668750:150032500
1:149668750:150032500	1:150037500:150206250
1:150037500:150206250	1:151312500:151860000
1:151312500:151860000	1:151895000:152020000
1:151895000:152020000	1:152025000:152161250
1:152025000:152161250	1:152173750:152442500
1:152173750:152442500	1:152792500:153312500
1:152792500:153312500	1:153317500:153490625
1:153317500:153490625	1:153632500:153962500
1:153632500:153962500	1:153967500:154160000
1:153967500:154160000	1:154527500:154902500
1:154527500:154902500	1:156058750:156317500
1:156058750:156317500	1:156420000:156600000
1:156420000:156600000	1:157150000:157513750
1:157150000:157513750	1:157521250:157847500
1:157521250:157847500	1:157927500:158105000
1:157927500:158105000	1:158110000:158472500
1:158110000:158472500	1:158477500:159082500
1:158477500:159082500	1:159087500:159757500
1:159087500:159757500	1:159762500:159895000
1:159762500:159895000	1:159900000:159997500
1:159900000:159997500	1:160062500:160357500
1:160062500:160357500	1:160387500:160637500
1:160387500:160637500	1:160652500:160967500
1:160652500:160967500	1:161158750:161415000
1:161158750:161415000	1:161435000:161722500
1:161435000:161722500	1:162012500:162593750
1:162012500:162593750	1:162752500:163327500
1:162752500:163327500	1:163357500:164020000
1:163357500:164020000	1:164512500:165067500
1:164512500:165067500	1:165287500:165567500
1:165287500:165567500	1:166827500:167032500
1:166827500:167032500	1:167037500:167187500
1:167037500:167187500	1:167192500:167512500
1:167192500:167512500	1:167517500:167677500
1:167517500:167677500	1:168282500:168550000
1:168282500:168550000	1:168555000:169352500
1:168555000:169352500	1:169370000:169512500
1:169370000:169512500	1:169517500:169867500
1:169517500:169867500	1:169872500:171207500
1:169872500:171207500	1:171562500:171962500
1:171562500:171962500	1:171967500:172407500
1:171967500:172407500	1:172700000:173220000
1:172700000:173220000	1:173395000:173832500
1:173395000:173832500	1:174202500:174725000
1:174202500:174725000	1:174730000:174987500
1:174730000:174987500	1:175097500:175302500
1:175097500:175302500	1:175307500:175992500
1:175307500:175992500	1:176312500:176815000
1:176312500:176815000	1:177922500:178272500
1:177922500:178272500	1:178277500:178475000
1:178277500:178475000	1:178480000:178717500
1:178480000:178717500	1:178722500:179047500
1:178722500:179047500	1:179062500:179385000
1:179062500:179385000	1:179655000:179802500
1:179655000:179802500	1:179807500:180135000
1:179807500:180135000	1:180167500:180460000
1:180167500:180460000	1:180465000:180842500
1:180465000:180842500	1:181156250:181402500
1:181156250:181402500	1:181407500:182029375
1:181407500:182029375	1:182035000:182402500
1:182035000:182402500	1:182407500:182577500
1:182407500:182577500	1:182582500:182850000
1:182582500:182850000	1:182862500:183490000
1:182862500:183490000	1:183593125:183897500
1:183593125:183897500	1:183902500:184022500
1:183902500:184022500	1:184027500:184195000
1:184027500:184195000	1:184200000:184690000
1:184200000:184690000	1:185162500:185672500
1:185162500:185672500	1:185677500:186267500
1:185677500:186267500	1:186345000:187032500
1:186345000:187032500	1:187500000:189012500
1:187500000:189012500	1:191407500:191857500
1:191407500:191857500	1:191900000:192420000
1:191900000:192420000	1:192425000:192582500
1:192425000:192582500	1:192762500:193127500
1:192762500:193127500	1:196065000:196769375
1:196065000:196769375	1:197047500:197345000
1:197047500:197345000	1:197435000:197905000
1:197435000:197905000	1:198015000:198445000
1:198015000:198445000	1:198460000:198695000
1:198460000:198695000	1:198700000:199582500
1:198700000:199582500	1:199587500:200100000
1:199587500:200100000	1:201210000:201392500
1:201210000:201392500	1:201492500:201860000
1:201492500:201860000	1:202702500:202860000
1:202702500:202860000	1:202990000:203247500
1:202990000:203247500	1:203302500:203462500
1:203302500:203462500	1:203802500:204102500
1:203802500:204102500	1:204107500:204372500
1:204107500:204372500	1:204377500:204517500
1:204377500:204517500	1:204522500:204925000
1:204522500:204925000	1:204935000:205237500
1:204935000:205237500	1:205297500:205502500
1:205297500:205502500	1:205742500:205993750
1:205742500:205993750	1:206762500:207172500
1:206762500:207172500	1:207177500:207750000
1:207177500:207750000	1:208037500:208167500
1:208037500:208167500	1:208172500:208277500
1:208172500:208277500	1:208282500:208427500
1:208282500:208427500	1:208432500:209427500
1:208432500:209427500	1:209535000:209740000
1:209535000:209740000	1:209745000:210010000
1:209745000:210010000	1:210020000:210205000
1:210020000:210205000	1:210237500:210480000
1:210237500:210480000	1:210590000:211432500
1:210590000:211432500	1:211842500:212217500
1:211842500:212217500	1:212222500:212572500
1:212222500:212572500	1:212622500:212980000
1:212622500:212980000	1:213252500:213512500
1:213252500:213512500	1:213522500:214372500
1:213522500:214372500	1:214797500:215840000
1:214797500:215840000	1:215877500:216440000
1:215877500:216440000	1:216480000:216982500
1:216480000:216982500	1:218422500:218702500
1:218422500:218702500	1:218707500:219245000
1:218707500:219245000	1:219250000:220003125
1:219250000:220003125	1:220845000:220955000
1:220845000:220955000	1:220967500:221387500
1:220967500:221387500	1:221392500:221617500
1:221392500:221617500	1:221622500:221902500
1:221622500:221902500	1:222892500:223287500
1:222892500:223287500	1:223292500:223759375
1:223292500:223759375	1:224310625:224520000
1:224310625:224520000	1:225595000:226195000
1:225595000:226195000	1:227933750:228158750
1:227933750:228158750	1:228166875:228725000
1:228166875:228725000	1:228770000:229387500
1:228770000:229387500	1:229392500:229675000
1:229392500:229675000	1:229757500:230485000
1:229757500:230485000	1:230490000:230762500
1:230490000:230762500	1:231007500:231437500
1:231007500:231437500	1:231450000:231747500
1:231450000:231747500	1:231957500:232572500
1:231957500:232572500	1:232577500:232772500
1:232577500:232772500	1:233452500:234232500
1:233452500:234232500	1:234237500:234460000
1:234237500:234460000	1:234612500:235282500
1:234612500:235282500	1:235295000:235665000
1:235295000:235665000	1:235670000:236227500
1:235670000:236227500	1:236237500:236752500
1:236237500:236752500	1:236757500:237087500
1:236757500:237087500	1:237092500:237785000
1:237092500:237785000	1:239216875:239440000
1:239216875:239440000	1:239475000:240180000
1:239475000:240180000	1:240265000:241642500
1:240265000:241642500	1:241647500:242202500
1:241647500:242202500	1:242470000:243155625
1:242470000:243155625	1:244727500:244943750
1:244727500:244943750	1:244964375:245235000
1:244964375:245235000	1:246162500:246657500
1:246162500:246657500	1:246662500:246977500
1:246662500:246977500	1:247130000:247532500
1:247130000:247532500	1:247537500:247755000
1:247537500:247755000	1:247800000:248698125
1:247800000:248698125	1:248767500:249222774
1:248767500:249222774	10:123750:517500
10:123750:517500	10:522500:855000
10:522500:855000	10:867500:1207500
10:867500:1207500	10:1630625:2867500
10:1630625:2867500	10:2897500:3147500
10:2897500:3147500	10:3822500:4167500
10:3822500:4167500	10:4172500:4845000
10:4172500:4845000	10:4850000:5477500
10:4850000:5477500	10:5482500:5700000
10:5482500:5700000	10:6455000:6707500
10:6455000:6707500	10:6817500:7553750
10:6817500:7553750	10:7895000:8042500
10:7895000:8042500	10:8093750:9372500
10:8093750:9372500	10:9377500:10435000
10:9377500:10435000	10:10445000:10730000
10:10445000:10730000	10:10735000:11105000
10:10735000:11105000	10:11145000:11527500
10:11145000:11527500	10:11532500:11817500
10:11532500:11817500	10:12240000:12770000
10:12240000:12770000	10:12780000:13177500
10:12780000:13177500	10:13587500:13827500
10:13587500:13827500	10:13832500:14235000
10:13832500:14235000	10:14522500:15237500
10:14522500:15237500	10:15897500:16437500
10:15897500:16437500	10:16452500:16850000
10:16452500:16850000	10:18106250:18570000
10:18106250:18570000	10:19845000:20087500
10:19845000:20087500	10:20092500:20582500
10:20092500:20582500	10:21760000:22252500
10:21760000:22252500	10:22257500:22502500
10:22257500:22502500	10:22507500:22830000
10:22507500:22830000	10:22835000:23417500
10:22835000:23417500	10:23422500:24020000
10:23422500:24020000	10:24847500:25397500
10:24847500:25397500	10:26005625:26597500
10:26005625:26597500	10:26607500:26946250
10:26607500:26946250	10:26991250:27187500
10:26991250:27187500	10:28707500:28912500
10:28707500:28912500	10:29779375:30052500
10:29779375:30052500	10:30270000:30647500
10:30270000:30647500	10:30652500:30937500
10:30652500:30937500	10:30962500:31780000
10:30962500:31780000	10:31788750:32127500
10:31788750:32127500	10:32137500:32338125
10:32137500:32338125	10:32349375:32527500
10:32349375:32527500	10:32542500:32667500
10:32542500:32667500	10:33065000:33458125
10:33065000:33458125	10:35372500:35512500
10:35372500:35512500	10:35518750:35915000
10:35518750:35915000	10:38095000:38258750
10:38095000:38258750	10:38266250:39559375
10:38266250:39559375	10:42752500:43242500
10:42752500:43242500	10:43962500:44152500
10:43962500:44152500	10:44157500:44795000
10:44157500:44795000	10:45495000:45732500
10:45495000:45732500	10:45737500:46375000
10:45737500:46375000	10:46765000:47250000
10:46765000:47250000	10:48407500:48848750
10:48407500:48848750	10:49488750:49711250
10:49488750:49711250	10:51738750:52441250
10:51738750:52441250	10:52498750:53187500
10:52498750:53187500	10:53192500:54015000
10:53192500:54015000	10:54047500:54442500
10:54047500:54442500	10:57512500:58825000
10:57512500:58825000	10:58987500:59870000
10:58987500:59870000	10:60177500:60430000
10:60177500:60430000	10:60970000:61362500
10:60970000:61362500	10:61552500:61837500
10:61552500:61837500	10:61842500:62217500
10:61842500:62217500	10:62222500:62470000
10:62222500:62470000	10:62500000:62742500
10:62500000:62742500	10:62855000:63575625
10:62855000:63575625	10:63647500:64025000
10:63647500:64025000	10:64595000:64917500
10:64595000:64917500	10:64932500:65585000
10:64932500:65585000	10:65595000:66875000
10:65595000:66875000	10:67190000:68015000
10:67190000:68015000	10:69552500:70125000
10:69552500:70125000	10:70732500:70960000
10:70732500:70960000	10:70980000:71167500
10:70980000:71167500	10:71172500:71278125
10:71172500:71278125	10:71286250:71488750
10:71286250:71488750	10:71930000:72152500
10:71930000:72152500	10:72297500:72545000
10:72297500:72545000	10:72550000:72647500
10:72550000:72647500	10:72652500:73052500
10:72652500:73052500	10:73057500:73567500
10:73057500:73567500	10:73572500:73662500
10:73572500:73662500	10:73667500:73842500
10:73667500:73842500	10:73847500:74011250
10:73847500:74011250	10:74023750:74115625
10:74023750:74115625	10:74121875:74852500
10:74121875:74852500	10:75005000:75262500
10:75005000:75262500	10:75272500:75484375
10:75272500:75484375	10:75542500:75875000
10:75542500:75875000	10:75997500:76486875
10:75997500:76486875	10:76585000:77016250
10:76585000:77016250	10:77028750:77717500
10:77028750:77717500	10:77797500:78072500
10:77797500:78072500	10:78077500:78325625
10:78077500:78325625	10:78352500:78862500
10:78352500:78862500	10:78902500:79127500
10:78902500:79127500	10:79183125:79607500
10:79183125:79607500	10:81120000:81278125
10:81120000:81278125	10:81294375:82117500
10:81294375:82117500	10:82122500:82287500
10:82122500:82287500	10:82415000:82765000
10:82415000:82765000	10:82960000:84047500
10:82960000:84047500	10:84492500:84800625
10:84492500:84800625	10:84841875:85765000
10:84841875:85765000	10:86002500:86327500
10:86002500:86327500	10:86417500:87737500
10:86417500:87737500	10:87847500:88152500
10:87847500:88152500	10:88157500:88428750
10:88157500:88428750	10:89157500:89517500
10:89157500:89517500	10:89535000:89892500
10:89535000:89892500	10:89932500:90325000
10:89932500:90325000	10:90330000:90592500
10:90330000:90592500	10:90745000:91010000
10:90745000:91010000	10:91015000:91172500
10:91015000:91172500	10:91507500:92495000
10:91507500:92495000	10:92500000:92632500
10:92500000:92632500	10:92637500:93057500
10:92637500:93057500	10:93062500:93507500
10:93062500:93507500	10:93787500:94265625
10:93787500:94265625	10:94342500:94652500
10:94342500:94652500	10:94810000:95112500
10:94810000:95112500	10:95117500:95293750
10:95117500:95293750	10:95301250:95455625
10:95301250:95455625	10:96900000:97120000
10:96900000:97120000	10:97125000:97412500
10:97125000:97412500	10:97422500:97670000
10:97422500:97670000	10:97717500:97977500
10:97717500:97977500	10:98115000:98380000
10:98115000:98380000	10:98385000:98597500
10:98385000:98597500	10:98602500:98802500
10:98602500:98802500	10:99505000:99640000
10:99505000:99640000	10:99645000:99882500
10:99645000:99882500	10:99887500:100197500
10:99887500:100197500	10:100212500:100447500
10:100212500:100447500	10:100452500:101125000
10:100452500:101125000	10:102038750:102297500
10:102038750:102297500	10:102302500:102802500
10:102302500:102802500	10:102855000:103345000
10:102855000:103345000	10:103350000:103547500
10:103350000:103547500	10:103557500:103872500
10:103557500:103872500	10:103877500:104192500
10:103877500:104192500	10:104470000:104587500
10:104470000:104587500	10:104675000:105122500
10:104675000:105122500	10:105450000:105637500
10:105450000:105637500	10:105642500:106077500
10:105642500:106077500	10:106122500:106397500
10:106122500:106397500	10:106407500:106707500
10:106407500:106707500	10:108370000:108792500
10:108370000:108792500	10:109102500:109615000
10:109102500:109615000	10:109845000:110425000
10:109845000:110425000	10:112067500:112373750
10:112067500:112373750	10:113387500:113867500
10:113387500:113867500	10:113872500:114092500
10:113872500:114092500	10:114207500:114897500
10:114207500:114897500	10:114935000:115365000
10:114935000:115365000	10:115440000:115937500
10:115440000:115937500	10:116172500:116635000
10:116172500:116635000	10:117387500:118192500
10:117387500:118192500	10:118197500:118390000
10:118197500:118390000	10:118412500:118962500
10:118412500:118962500	10:118967500:119155000
10:118967500:119155000	10:120317500:120870000
10:120317500:120870000	10:120912500:121332500
10:120912500:121332500	10:121465000:121692500
10:121465000:121692500	10:122127500:122677500
10:122127500:122677500	10:122682500:123660000
10:122682500:123660000	10:123763125:123990000
10:123763125:123990000	10:124022500:124352500
10:124022500:124352500	10:124706875:125340000
10:124706875:125340000	10:125345000:125732500
10:125345000:125732500	10:125737500:126187500
10:125737500:126187500	10:126200000:126520000
10:126200000:126520000	10:126850000:127400000
10:126850000:127400000	10:127547500:128282500
10:127547500:128282500	10:129485000:129655000
10:129485000:129655000	10:130765000:131212500
10:130765000:131212500	10:131257500:131992500
10:131257500:131992500	10:131997500:133693750
10:131997500:133693750	10:133731250:133937500
10:133731250:133937500	11:1105000:1581875
11:1105000:1581875	11:1608750:2187500
11:1608750:2187500	11:2547500:2935000
11:2547500:2935000	11:2952500:3292500
11:2952500:3292500	11:4137500:4577500
11:4137500:4577500	11:4650000:5025000
11:4650000:5025000	11:5070000:5472500
11:5070000:5472500	11:5585000:5997500
11:5585000:5997500	11:6002500:6380000
11:6002500:6380000	11:8012500:8160000
11:8012500:8160000	11:8165000:8612500
11:8165000:8612500	11:8617500:8987500
11:8617500:8987500	11:8992500:9187500
11:8992500:9187500	11:9192500:9537500
11:9192500:9537500	11:9625000:9782500
11:9625000:9782500	11:10420000:10770000
11:10420000:10770000	11:10775000:10955000
11:10775000:10955000	11:11050000:11837500
11:11050000:11837500	11:12062500:12320000
11:12062500:12320000	11:12325000:12972500
11:12325000:12972500	11:12977500:13200000
11:12977500:13200000	11:13757500:14512500
11:13757500:14512500	11:14527500:14930000
11:14527500:14930000	11:15287500:16740000
11:15287500:16740000	11:16745000:17100000
11:16745000:17100000	11:17232500:17392500
11:17232500:17392500	11:17397500:17585000
11:17397500:17585000	11:17590000:17737500
11:17590000:17737500	11:18252500:18830000
11:18252500:18830000	11:18835000:19570000
11:18835000:19570000	11:19575000:19947500
11:19575000:19947500	11:19952500:20195000
11:19952500:20195000	11:20677500:21452500
11:20677500:21452500	11:21487500:21882500
11:21487500:21882500	11:22337500:22890000
11:22337500:22890000	11:26702500:27162500
11:26702500:27162500	11:27172500:27522500
11:27172500:27522500	11:27705000:28812500
11:27705000:28812500	11:29374375:30207500
11:29374375:30207500	11:30212500:31075000
11:30212500:31075000	11:31235000:32055000
11:31235000:32055000	11:32060000:32332500
11:32060000:32332500	11:33167500:33372500
11:33167500:33372500	11:33377500:33797500
11:33377500:33797500	11:33802500:34015000
11:33802500:34015000	11:34135000:34387500
11:34135000:34387500	11:34392500:34515000
11:34392500:34515000	11:34520000:34932500
11:34520000:34932500	11:34937500:35465000
11:34937500:35465000	11:36307500:36572500
11:36307500:36572500	11:36577500:36792500
11:36577500:36792500	11:36905000:38185000
11:36905000:38185000	11:44102500:44282500
11:44102500:44282500	11:44645000:44932500
11:44645000:44932500	11:44937500:45125000
11:44937500:45125000	11:45130000:45375000
11:45130000:45375000	11:45380000:45826250
11:45380000:45826250	11:45887500:46365000
11:45887500:46365000	11:46387500:46673125
11:46387500:46673125	11:46705625:46842500
11:46705625:46842500	11:46877500:47200000
11:46877500:47200000	11:47241250:47472500
11:47241250:47472500	11:47477500:47652500
11:47477500:47652500	11:47907500:48197500
11:47907500:48197500	11:48417500:49421250
11:48417500:49421250	11:51084375:52383125
11:51084375:52383125	11:56562500:56867500
11:56562500:56867500	11:56872500:57060000
11:56872500:57060000	11:57065000:57602500
11:57065000:57602500	11:57670000:58277500
11:57670000:58277500	11:58282500:58692500
11:58282500:58692500	11:59292500:59483750
11:59292500:59483750	11:59580000:59917500
11:59580000:59917500	11:59922500:60017500
11:59922500:60017500	11:60022500:60117500
11:60022500:60117500	11:60122500:60580000
11:60122500:60580000	11:60585000:60677500
11:60585000:60677500	11:60682500:60982500
11:60682500:60982500	11:61207500:61423750
11:61207500:61423750	11:61522500:61892500
11:61522500:61892500	11:61897500:62142500
11:61897500:62142500	11:62147500:62350000
11:62147500:62350000	11:62542500:62655000
11:62542500:62655000	11:63220000:63412500
11:63220000:63412500	11:63427500:63537500
11:63427500:63537500	11:63555000:63750000
11:63555000:63750000	11:64098125:64555625
11:64098125:64555625	11:65135000:65286250
11:65135000:65286250	11:65429375:65781875
11:65429375:65781875	11:65798125:65912500
11:65798125:65912500	11:66611875:66828125
11:66611875:66828125	11:66836250:67201250
11:66836250:67201250	11:67260000:67530625
11:67260000:67530625	11:68176875:68363750
11:68176875:68363750	11:68371250:68656875
11:68371250:68656875	11:70063750:70275000
11:70063750:70275000	11:71527500:71905000
11:71527500:71905000	11:71910000:72172500
11:71910000:72172500	11:72177500:72293125
11:72177500:72293125	11:72435000:72900000
11:72435000:72900000	11:73062500:73387500
11:73062500:73387500	11:73657500:73923125
11:73657500:73923125	11:74302500:74452500
11:74302500:74452500	11:74630000:74980000
11:74630000:74980000	11:75110000:75252500
11:75110000:75252500	11:75257500:75415000
11:75257500:75415000	11:75595000:75905000
11:75595000:75905000	11:76291250:76427500
11:76291250:76427500	11:76432500:76642500
11:76432500:76642500	11:77674375:78297500
11:77674375:78297500	11:78302500:78897500
11:78302500:78897500	11:78902500:79257500
11:78902500:79257500	11:81296250:82137500
11:81296250:82137500	11:82182500:82427500
11:82182500:82427500	11:83000000:83557500
11:83000000:83557500	11:83582500:84147500
11:83582500:84147500	11:84517500:85280000
11:84517500:85280000	11:85285000:85542500
11:85285000:85542500	11:86077500:86567500
11:86077500:86567500	11:86605000:87047500
11:86605000:87047500	11:87052500:87177500
11:87052500:87177500	11:87665000:88765000
11:87665000:88765000	11:88817500:89560000
11:88817500:89560000	11:89750000:90190000
11:89750000:90190000	11:90195000:91045000
11:90195000:91045000	11:91127500:92407500
11:91127500:92407500	11:92477500:92657500
11:92477500:92657500	11:92662500:92967500
11:92662500:92967500	11:92972500:93192500
11:92972500:93192500	11:93212500:93397500
11:93212500:93397500	11:94247500:94342500
11:94247500:94342500	11:94347500:94687500
11:94347500:94687500	11:94822500:95517500
11:94822500:95517500	11:95537500:95717500
11:95537500:95717500	11:95722500:96195000
11:95722500:96195000	11:96200000:98932500
11:96200000:98932500	11:100392500:100910000
11:100392500:100910000	11:101302500:101722500
11:101302500:101722500	11:101927500:102117500
11:101927500:102117500	11:102130000:102602500
11:102130000:102602500	11:102675000:102877500
11:102675000:102877500	11:102992500:103472500
11:102992500:103472500	11:103485000:104422500
11:103485000:104422500	11:104560000:105780000
11:104560000:105780000	11:105987500:107180625
11:105987500:107180625	11:107380000:107597500
11:107380000:107597500	11:107622500:107790000
11:107622500:107790000	11:107800000:108222500
11:107800000:108222500	11:108227500:108538750
11:108227500:108538750	11:108546250:109802500
11:108546250:109802500	11:109807500:110055000
11:109807500:110055000	11:110060000:110315000
11:110060000:110315000	11:110320000:111137500
11:110320000:111137500	11:111142500:111330000
11:111142500:111330000	11:111392500:111747500
11:111392500:111747500	11:111792500:111962500
11:111792500:111962500	11:111967500:112077500
11:111967500:112077500	11:112117500:112442500
11:112117500:112442500	11:113180000:113747500
11:113180000:113747500	11:113752500:114167500
11:113752500:114167500	11:114172500:114317500
11:114172500:114317500	11:114322500:115162500
11:114322500:115162500	11:115167500:115727500
11:115167500:115727500	11:116612500:117097500
11:116612500:117097500	11:117242500:117682500
11:117242500:117682500	11:117687500:117932500
11:117687500:117932500	11:118062500:118224375
11:118062500:118224375	11:118230000:118527500
11:118230000:118527500	11:118542500:118887500
11:118542500:118887500	11:119075000:119200625
11:119075000:119200625	11:119262500:119507500
11:119262500:119507500	11:120187500:120362500
11:120187500:120362500	11:121127500:121502500
