node_id	name	name	MXR_score	MXR_rank	n_trials
Compound_DB00190	Carbidopa		4.9929002748430345e-05	106.0	
Compound_DB01545	Ethyl loflazepate		4.282077337317887e-05	110.0	
Compound_DB01489	Camazepam		4.203699883037043e-05	111.0	
Compound_DB00991	Oxaprozin		4.1550181568616025e-05	113.0	
Compound_DB01399	Salsalate		3.85623697819071e-05	115.0	
Compound_DB06802	Nepafenac		3.7007337379852015e-05	117.0	
Compound_DB01577	Methamphetamine		3.699303943927748e-05	118.0	1.0
Compound_DB00726	Trimipramine		3.677396440671888e-05	120.0	
Compound_DB00682	Warfarin		3.639928786385824e-05	121.0	
Compound_DB01069	Promethazine		3.588893419287773e-05	122.0	
Compound_DB00420	Promazine		3.572518983090171e-05	123.0	
Compound_DB00182	Amphetamine		3.5200560662951634e-05	124.0	
Compound_DB01246	Alimemazine		3.5137112290487e-05	125.0	
Compound_DB00332	Ipratropium bromide		3.492757821491686e-05	126.0	
Compound_DB01576	Dextroamphetamine		3.490464032038668e-05	127.0	
Compound_DB00902	Methdilazine		3.4539512299557806e-05	128.0	
Compound_DB08996	Dimetacrine		3.444708559503473e-05	130.0	
Compound_DB01065	Melatonin		3.430030534845963e-05	131.0	2.0
Compound_DB01075	Diphenhydramine		3.428092619431343e-05	132.0	
Compound_DB00725	Homatropine Methylbromide		3.381049331089894e-05	133.0	
Compound_DB01239	Chlorprothixene		3.205587887457372e-05	134.0	
Compound_DB00751	Epinastine		3.187747231905063e-05	135.0	
Compound_DB01200	Bromocriptine		3.182745070629322e-05	136.0	
Compound_DB01346	Quinidine barbiturate		3.135593060934079e-05	138.0	
Compound_DB09017	Brotizolam		2.9787758526835145e-05	142.0	
Compound_DB01397	Magnesium salicylate		2.977061874220316e-05	143.0	
Compound_DB00865	Benzphetamine		2.905904154807565e-05	144.0	
Compound_DB01273	Varenicline		2.861464269254331e-05	145.0	
Compound_DB01030	Topotecan		2.856328687732526e-05	146.0	
Compound_DB00168	Aspartame		2.7932330840046832e-05	147.0	
Compound_DB01553	Cloxazolam		2.770708799100585e-05	150.0	
Compound_DB01255	Lisdexamfetamine		2.752475455451912e-05	151.0	
Compound_DB00731	Nateglinide		2.745309485583016e-05	152.0	
Compound_DB00191	Phentermine		2.7398389748986863e-05	153.0	
Compound_DB00217	Bethanidine		2.6215686524873245e-05	154.0	
Compound_DB00579	Mazindol		2.5849328682714163e-05	155.0	
Compound_DB01365	Mephentermine		2.5561376827164587e-05	156.0	
Compound_DB00946	Phenprocoumon		2.547907188252105e-05	157.0	
Compound_DB00914	Phenformin		2.501614726701072e-05	158.0	
Compound_DB00570	Vinblastine		2.445288105556045e-05	160.0	
Compound_DB00970	Dactinomycin		2.3822233040351712e-05	161.0	
Compound_DB00262	Carmustine		2.3693338525501405e-05	162.0	
Compound_DB00997	Doxorubicin		2.368643054180304e-05	163.0	
Compound_DB00514	Dextromethorphan		2.3490367684637057e-05	164.0	
Compound_DB00853	Temozolomide		2.346025290262023e-05	165.0	
Compound_DB00477	Chlorpromazine		2.319242932654765e-05	166.0	
Compound_DB01234	Dexamethasone		2.302025809243902e-05	167.0	
Compound_DB01142	Doxepin		2.293527055310224e-05	168.0	
Compound_DB00344	Protriptyline		2.2885650677086005e-05	169.0	
Compound_DB06803	Niclosamide		2.2565594860526328e-05	170.0	
Compound_DB00474	Methohexital		2.208599345577685e-05	171.0	
Compound_DB01254	Dasatinib		2.20021448273558e-05	172.0	
Compound_DB08799	Antazoline		2.1726836040230066e-05	173.0	
Compound_DB00443	Betamethasone		2.142920040986259e-05	174.0	
Compound_DB06148	Mianserin		2.103030794302532e-05	175.0	
Compound_DB00712	Flurbiprofen		2.0962480917740384e-05	176.0	
Compound_DB00762	Irinotecan		2.0902465885674864e-05	177.0	
Compound_DB00536	Guanidine		2.087907875695392e-05	178.0	
Compound_DB00170	Menadione		2.079782473128421e-05	179.0	
Compound_DB00104	Octreotide		2.0267444016647947e-05	181.0	
Compound_DB00445	Epirubicin		1.991563359630765e-05	182.0	
Compound_DB00563	Methotrexate		1.9546229966077355e-05	183.0	
Compound_DB01619	Phenindamine		1.9519886026608528e-05	184.0	
Compound_DB00192	Indecainide		1.945218955230652e-05	185.0	
Compound_DB01179	Podofilox		1.933890204300896e-05	186.0	
Compound_DB00643	Mebendazole		1.922940265650121e-05	187.0	
Compound_DB00390	Digoxin		1.910898475518657e-05	188.0	
Compound_DB00392	Ethopropazine		1.91028947431774e-05	189.0	
Compound_DB00773	Etoposide		1.89096707455977e-05	190.0	
Compound_DB01049	Ergoloid mesylate		1.854997151253564e-05	191.0	
Compound_DB00734	Risperidone		1.8489640686062595e-05	192.0	
Compound_DB08911	Trametinib		1.847941609180873e-05	193.0	
Compound_DB00151	L-Cysteine		1.8253610085408936e-05	194.0	
Compound_DB01590	Everolimus		1.8178449713579423e-05	195.0	
Compound_DB00740	Riluzole		1.811251920113672e-05	196.0	
Compound_DB00133	L-Serine		1.775880261177186e-05	198.0	
Compound_DB01103	Quinacrine		1.7632034512888966e-05	199.0	
