node_id	name	name	MXR_score	MXR_rank
Compound_DB00853	Temozolomide		1.2166897650348204e-05	165.0
Compound_DB00344	Protriptyline		1.2106683849412756e-05	166.0
Compound_DB01142	Doxepin		1.2091867772841092e-05	167.0
Compound_DB00477	Chlorpromazine		1.1955236168895865e-05	168.0
Compound_DB01234	Dexamethasone		1.1920992643438614e-05	169.0
Compound_DB00474	Methohexital		1.186998195320325e-05	170.0
Compound_DB06803	Niclosamide		1.1608930722833487e-05	171.0
Compound_DB01049	Ergoloid mesylate		1.160023768025321e-05	172.0
Compound_DB01254	Dasatinib		1.1348128958412378e-05	173.0
Compound_DB06148	Mianserin		1.117754724925012e-05	174.0
Compound_DB00443	Betamethasone		1.116428713606856e-05	175.0
Compound_DB00712	Flurbiprofen		1.1073742599342148e-05	176.0
Compound_DB08799	Antazoline		1.095689726272402e-05	177.0
Compound_DB01359	Penbutolol		1.08389286039331e-05	178.0
Compound_DB00170	Menadione		1.079958497952044e-05	179.0
Compound_DB00762	Irinotecan		1.0719747964223264e-05	180.0
Compound_DB00536	Guanidine		1.0700521175133216e-05	181.0
Compound_DB00964	Apraclonidine		1.0681885341613972e-05	182.0
Compound_DB00390	Digoxin		1.0632830361606391e-05	183.0
Compound_DB01210	Levobunolol		1.057217967619935e-05	184.0
Compound_DB00484	Brimonidine		1.056230570970751e-05	185.0
Compound_DB00104	Octreotide		1.051974328733708e-05	186.0
Compound_DB00445	Epirubicin		1.0517556767746922e-05	187.0
Compound_DB00734	Risperidone		1.0372545717882043e-05	188.0
Compound_DB01619	Phenindamine		1.0333439903566305e-05	189.0
Compound_DB00192	Indecainide		1.031143157502836e-05	190.0
Compound_DB00563	Methotrexate		1.029877563697839e-05	192.0
Compound_DB01186	Pergolide		1.004681629380719e-05	193.0
Compound_DB08911	Trametinib		9.978090634446786e-06	194.0
Compound_DB01179	Podofilox		9.937679553402289e-06	195.0
Compound_DB00773	Etoposide		9.929976403268387e-06	196.0
Compound_DB00643	Mebendazole		9.813429374271104e-06	197.0
Compound_DB00392	Ethopropazine		9.807232154089356e-06	198.0
Compound_DB08808	Bupranolol		9.803325557357888e-06	199.0
Compound_DB00740	Riluzole		9.764178489878126e-06	200.0
Compound_DB00247	Methysergide		9.581549179253146e-06	201.0
Compound_DB00589	Lisuride		9.427817795175055e-06	202.0
Compound_DB00679	Thioridazine		9.424543311094206e-06	203.0
Compound_DB01103	Quinacrine		9.386438214880135e-06	204.0
Compound_DB01590	Everolimus		9.272350777104315e-06	205.0
Compound_DB00151	L-Cysteine		9.240929760021302e-06	206.0
Compound_DB01253	Ergonovine		9.193897911011882e-06	208.0
Compound_DB00133	L-Serine		9.018609664920643e-06	209.0
Compound_DB00135	L-Tyrosine		8.989010044880632e-06	210.0
Compound_DB00634	Sulfacetamide		8.952825614362257e-06	211.0
Compound_DB00289	Atomoxetine		8.834859515441702e-06	212.0
Compound_DB01224	Quetiapine		8.791931779895198e-06	213.0
Compound_DB00433	Prochlorperazine		8.789286600176537e-06	214.0
Compound_DB08936	Chlorcyclizine		8.740313821348342e-06	215.0
Compound_DB02546	Vorinostat		8.505333206780676e-06	217.0
Compound_DB00765	Metyrosine		8.47248399471994e-06	218.0
Compound_DB00694	Daunorubicin		8.425867241736523e-06	219.0
Compound_DB01238	Aripiprazole		8.418399753538182e-06	220.0
Compound_DB00128	L-Aspartic Acid		8.35435958884207e-06	222.0
Compound_DB01268	Sunitinib		8.062819824282612e-06	225.0
Compound_DB00939	Meclofenamic acid		8.040259950241345e-06	226.0
Compound_DB00502	Haloperidol		8.028829363992849e-06	227.0
Compound_DB08865	Crizotinib		8.0022480816533e-06	228.0
Compound_DB01297	Practolol		7.962507539925902e-06	230.0
Compound_DB00784	Mefenamic acid		7.882220236974686e-06	231.0
Compound_DB01424	Aminophenazone		7.824473170452664e-06	232.0
Compound_DB00963	Bromfenac		7.681730949082191e-06	233.0
Compound_DB00783	Estradiol		7.624632912521391e-06	234.0
Compound_DB00160	L-Alanine		7.5996467562153215e-06	235.0
Compound_DB00245	Benzatropine		7.597724281063761e-06	236.0
Compound_DB00441	Gemcitabine		7.56290925510318e-06	237.0
Compound_DB06287	Temsirolimus		7.460080932209042e-06	238.0
Compound_DB01295	Bevantolol		7.389125263820823e-06	239.0
Compound_DB00215	Citalopram		7.3825424467525905e-06	240.0
Compound_DB06594	Agomelatine		7.355996482136845e-06	241.0
Compound_DB00928	Azacitidine		7.281524493743193e-06	242.0
Compound_DB01037	Selegiline		7.208102899090621e-06	243.0
Compound_DB00670	Pirenzepine		7.055485317989279e-06	244.0
Compound_DB00285	Venlafaxine		7.040528612073033e-06	245.0
Compound_DB01024	Mycophenolic acid		7.00311075691046e-06	246.0
Compound_DB00620	Triamcinolone		6.894199218981899e-06	247.0
Compound_DB00444	Teniposide		6.891481129971355e-06	248.0
Compound_DB01113	Papaverine		6.879325238027747e-06	249.0
Compound_DB00554	Piroxicam		6.805610823278857e-06	250.0
Compound_DB00246	Ziprasidone		6.768952932583703e-06	251.0
Compound_DB00859	Penicillamine		6.666176646767869e-06	252.0
Compound_DB00662	Trimethobenzamide		6.650209582278886e-06	253.0
Compound_DB00836	Loperamide		6.545044240234772e-06	254.0
Compound_DB00155	L-Citrulline		6.53628051813927e-06	255.0
Compound_DB01177	Idarubicin		6.500807513958088e-06	256.0
Compound_DB00167	L-Isoleucine		6.416170313793104e-06	257.0
Compound_DB00091	Cyclosporine		6.390192531551208e-06	258.0
Compound_DB00156	L-Threonine		6.365222853422652e-06	259.0
Compound_DB00715	Paroxetine		6.320567539557068e-06	260.0
Compound_DB01092	Ouabain		6.284401366096194e-06	261.0
Compound_DB01204	Mitoxantrone		6.274023353742543e-06	262.0
Compound_DB00573	Fenoprofen		6.181379249105785e-06	263.0
Compound_DB00958	Carboplatin		6.172161822570999e-06	264.0
Compound_DB00454	Pethidine		6.169528249421227e-06	265.0
Compound_DB00374	Treprostinil		6.165112967119332e-06	266.0
Compound_DB09020	Bisacodyl		6.124454536733174e-06	267.0
Compound_DB08811	Tofisopam		6.073177628883917e-06	268.0
Compound_DB01396	Digitoxin		6.032453363315463e-06	269.0
Compound_DB00334	Olanzapine		6.025580062545221e-06	270.0
Compound_DB08901	Ponatinib		5.992102761640142e-06	271.0
Compound_DB01050	Ibuprofen		5.887709256369453e-06	272.0
Compound_DB00959	Methylprednisolone		5.883046896905526e-06	273.0
Compound_DB01009	Ketoprofen		5.852634645469509e-06	274.0
Compound_DB01018	Guanfacine		5.841977772566861e-06	275.0
Compound_DB00936	Salicylic acid		5.823084805878378e-06	276.0
Compound_DB01104	Sertraline		5.799571123851224e-06	277.0
Compound_DB00481	Raloxifene		5.797023886892773e-06	278.0
Compound_DB00541	Vincristine		5.750261241112744e-06	279.0
Compound_DB00367	Levonorgestrel		5.691102641792859e-06	280.0
Compound_DB00515	Cisplatin		5.682576463166127e-06	281.0
Compound_DB00968	Methyldopa		5.654890506063464e-06	282.0
Compound_DB00143	Glutathione		5.536944387815332e-06	283.0
Compound_DB00877	Sirolimus		5.519152332849568e-06	284.0
Compound_DB00134	L-Methionine		5.470930656972494e-06	285.0
Compound_DB00305	Mitomycin		5.449934540753231e-06	286.0
Compound_DB00806	Pentoxifylline		5.4385324498703644e-06	287.0
Compound_DB00500	Tolmetin		5.432590213756399e-06	288.0
Compound_DB01175	Escitalopram		5.4318723965111936e-06	289.0
Compound_DB01041	Thalidomide		5.353464807761176e-06	291.0
Compound_DB01035	Procainamide		5.34161138219109e-06	292.0
Compound_DB00933	Mesoridazine		5.330929744224222e-06	293.0
Compound_DB00277	Theophylline		5.316083421906312e-06	294.0
Compound_DB00855	Aminolevulinic acid		5.26415931518079e-06	295.0
Compound_DB00850	Perphenazine		5.218960175350223e-06	296.0
Compound_DB01176	Cyclizine		5.1809397185688784e-06	297.0
Compound_DB08860	Pitavastatin		5.135966551506479e-06	298.0
Compound_DB01248	Docetaxel		5.099270207779006e-06	300.0
Compound_DB00651	Dyphylline		5.029232930506708e-06	301.0
Compound_DB08881	Vemurafenib		4.981266359682736e-06	302.0
Compound_DB00129	L-Ornithine		4.979649809068844e-06	303.0
Compound_DB00847	Cysteamine		4.978340403113522e-06	304.0
Compound_DB08916	Afatinib		4.971100764175429e-06	305.0
Compound_DB00174	L-Asparagine		4.957857543052076e-06	306.0
Compound_DB08797	Salicylamide		4.950905672775567e-06	307.0
Compound_DB00123	L-Lysine		4.92336710000083e-06	308.0
Compound_DB01074	Perhexiline		4.800777498681522e-06	309.0
Compound_DB00656	Trazodone		4.70500792003102e-06	310.0
Compound_DB01206	Lomustine		4.693163826200251e-06	311.0
Compound_DB00695	Furosemide		4.685668819564511e-06	313.0
Compound_DB04837	Clofedanol		4.636310391940561e-06	315.0
Compound_DB01393	Bezafibrate		4.617432952289349e-06	316.0
Compound_DB00989	Rivastigmine		4.575787984407265e-06	317.0
Compound_DB01428	Oxybenzone		4.5635497367792335e-06	318.0
Compound_DB01039	Fenofibrate		4.562987419142372e-06	319.0
Compound_DB04865	Homoharringtonine		4.536067301128955e-06	320.0
Compound_DB00887	Bumetanide		4.498784951905746e-06	321.0
Compound_DB01005	Hydroxyurea		4.442840372491057e-06	322.0
Compound_DB00398	Sorafenib		4.423017077714353e-06	323.0
Compound_DB01412	Theobromine		4.365370608641955e-06	324.0
Compound_DB01482	Fenethylline		4.358340417279114e-06	325.0
Compound_DB00476	Duloxetine		4.338448221792853e-06	326.0
Compound_DB00813	Fentanyl		4.309178271705639e-06	327.0
Compound_DB01620	Pheniramine		4.270756973709999e-06	328.0
Compound_DB05294	Vandetanib		4.270515331767839e-06	329.0
Compound_DB01146	Diphenylpyraline		4.243935814872383e-06	331.0
Compound_DB01440	Gamma Hydroxybutyric Acid		4.237158724978384e-06	332.0
Compound_DB01398	Salicylate-sodium		4.234627166214945e-06	333.0
Compound_DB06663	Pasireotide		4.220639684113737e-06	334.0
Compound_DB00860	Prednisolone		4.155544571657247e-06	335.0
Compound_DB01303	Oxtriphylline		4.059255935946249e-06	337.0
Compound_DB00719	Azatadine		4.010568435429365e-06	339.0
Compound_DB00675	Tamoxifen		4.000365751145269e-06	340.0
Compound_DB00461	Nabumetone		3.994278043023116e-06	341.0
Compound_DB00947	Fulvestrant		3.981623298408744e-06	342.0
Compound_DB00807	Proparacaine		3.972299088308484e-06	344.0
Compound_DB00472	Fluoxetine		3.969812108583652e-06	345.0
Compound_DB04855	Dronedarone		3.91883508412837e-06	346.0
Compound_DB01228	Encainide		3.914658142258888e-06	347.0
Compound_DB00283	Clemastine		3.910707820083445e-06	348.0
Compound_DB00722	Lisinopril		3.887989796452319e-06	349.0
Compound_DB00755	Tretinoin		3.875554978720917e-06	350.0
Compound_DB01623	Thiothixene		3.873951335391471e-06	351.0
Compound_DB01156	Bupropion		3.858738556537733e-06	352.0
Compound_DB00523	Alitretinoin		3.8480580219693984e-06	353.0
Compound_DB00424	Hyoscyamine		3.831905743085992e-06	354.0
Compound_DB00982	Isotretinoin		3.7966048398662217e-06	355.0
Compound_DB08801	Dimetindene		3.7946301365383713e-06	356.0
Compound_DB01136	Carvedilol		3.793344806740097e-06	357.0
Compound_DB00361	Vinorelbine		3.79060905205136e-06	358.0
Compound_DB00843	Donepezil		3.784086293799524e-06	359.0
Compound_DB00934	Maprotiline		3.7819365983758655e-06	360.0
Compound_DB01181	Ifosfamide		3.7701820449329513e-06	361.0
Compound_DB00792	Tripelennamine		3.766999231751104e-06	362.0
Compound_DB00366	Doxylamine		3.744940908397134e-06	363.0
Compound_DB00248	Cabergoline		3.741326594607175e-06	364.0
Compound_DB01100	Pimozide		3.709395937155268e-06	365.0
Compound_DB00688	Mycophenolate mofetil		3.708061335100037e-06	366.0
Compound_DB00892	Oxybuprocaine		3.706908799976145e-06	367.0
Compound_DB01053	Benzylpenicillin		3.696741028736603e-06	368.0
Compound_DB00333	Methadone		3.6942131527415663e-06	369.0
Compound_DB06151	Acetylcysteine		3.6848223072629046e-06	370.0
Compound_DB00507	Nitazoxanide		3.6842347170344288e-06	371.0
Compound_DB00831	Trifluoperazine		3.672308840545233e-06	372.0
Compound_DB01222	Budesonide		3.662112118615516e-06	373.0
Compound_DB00422	Methylphenidate		3.653669011155106e-06	374.0
Compound_DB00857	Terbinafine		3.646957783176131e-06	375.0
Compound_DB00768	Olopatadine		3.644325245002552e-06	376.0
Compound_DB01237	Bromodiphenhydramine		3.6420360324207465e-06	377.0
Compound_DB00674	Galantamine		3.641951056806874e-06	378.0
Compound_DB01078	Deslanoside		3.623508024423951e-06	379.0
Compound_DB00511	Acetyldigitoxin		3.623508024423951e-06	380.0
Compound_DB00290	Bleomycin		3.609483390108401e-06	381.0
Compound_DB00721	Procaine		3.5799274416208728e-06	382.0
Compound_DB00631	Clofarabine		3.5549992560175087e-06	383.0
Compound_DB00527	Cinchocaine		3.527657446306763e-06	385.0
Compound_DB01283	Lumiracoxib		3.502066897619651e-06	386.0
Compound_DB01034	Cerulenin		3.493586942901851e-06	387.0
Compound_DB01229	Paclitaxel		3.4835386615180684e-06	388.0
Compound_DB00825	Menthol		3.4764228803104425e-06	389.0
Compound_DB00572	Atropine		3.4420105282018377e-06	390.0
Compound_DB00960	Pindolol		3.4343178550340265e-06	391.0
Compound_DB06589	Pazopanib		3.431858413840174e-06	392.0
Compound_DB00544	Fluorouracil		3.397844572989915e-06	393.0
Compound_DB00370	Mirtazapine		3.395421051117796e-06	394.0
Compound_DB01017	Minocycline		3.394077813448179e-06	395.0
Compound_DB00647	Dextropropoxyphene		3.365102700184968e-06	396.0
Compound_DB06770	Benzyl alcohol		3.3601998882927444e-06	397.0
Compound_DB00503	Ritonavir		3.3415682196454966e-06	398.0
Compound_DB00184	Nicotine		3.2983787780293687e-06	399.0
Compound_DB00250	Dapsone		3.2951667743550345e-06	400.0
Compound_DB00704	Naltrexone		3.2945129872956346e-06	401.0
Compound_DB01161	Chloroprocaine		3.286912530127324e-06	402.0
Compound_DB01244	Bepridil		3.2813755574155355e-06	403.0
Compound_DB00323	Tolcapone		3.255335580290309e-06	404.0
Compound_DB00338	Omeprazole		3.2218231184697103e-06	405.0
Compound_DB04911	Oritavancin		3.217055602937536e-06	406.0
Compound_DB00340	Metixene		3.19676442575289e-06	407.0
Compound_DB01407	Clenbuterol		3.196226904114655e-06	408.0
Compound_DB01182	Propafenone		3.178590728300476e-06	409.0
Compound_DB00752	Tranylcypromine		3.167962577157764e-06	410.0
Compound_DB00625	Efavirenz		3.143459795981892e-06	412.0
Compound_DB00244	Mesalazine		3.131816384198949e-06	413.0
Compound_DB00864	Tacrolimus		3.1180701883392106e-06	415.0
Compound_DB00870	Suprofen		3.105361688325527e-06	416.0
Compound_DB01580	Oxprenolol		3.1018496071733044e-06	417.0
Compound_DB04868	Nilotinib		3.0853485152757285e-06	418.0
Compound_DB00125	L-Arginine		3.0730915329418626e-06	419.0
Compound_DB00866	Alprenolol		3.0719189916523925e-06	420.0
Compound_DB00741	Hydrocortisone		3.065081259677673e-06	421.0
Compound_DB00821	Carprofen		3.055434187613228e-06	422.0
Compound_DB00604	Cisapride		3.04790444618012e-06	423.0
Compound_DB00176	Fluvoxamine		3.0438393657646915e-06	424.0
Compound_DB01168	Procarbazine		3.036612210060062e-06	425.0
Compound_DB01267	Paliperidone		3.0359163219498355e-06	426.0
Compound_DB00904	Ondansetron		3.03249038868744e-06	427.0
Compound_DB00851	Dacarbazine		3.01310310135704e-06	428.0
Compound_DB00736	Esomeprazole		3.007673753544529e-06	429.0
Compound_DB01016	Glyburide		3.003682581013944e-06	430.0
Compound_DB00822	Disulfiram		2.9662092867849582e-06	431.0
Compound_DB04835	Maraviroc		2.9656773315118585e-06	432.0
Compound_DB06288	Amisulpride		2.949575868824764e-06	433.0
Compound_DB01159	Halothane		2.92489853392855e-06	434.0
Compound_DB00915	Amantadine		2.9065586767390526e-06	435.0
Compound_DB01118	Amiodarone		2.9054065581917844e-06	436.0
Compound_DB01550	Fenproporex		2.8816938192973886e-06	437.0
Compound_DB00582	Voriconazole		2.858318969995557e-06	438.0
Compound_DB01149	Nefazodone		2.8156644940681825e-06	439.0
Compound_DB00317	Gefitinib		2.807560360307412e-06	440.0
Compound_DB08899	Enzalutamide		2.8071831898081286e-06	441.0
Compound_DB08835	Spaglumic Acid		2.788488780183094e-06	442.0
Compound_DB00584	Enalapril		2.7870390026393222e-06	443.0
Compound_DB01188	Ciclopirox		2.778480148808391e-06	444.0
Compound_DB00657	Mecamylamine		2.7572163381746766e-06	445.0
Compound_DB01012	Cinacalcet		2.747671086948749e-06	446.0
Compound_DB00874	Guaifenesin		2.733208857482822e-06	447.0
Compound_DB00673	Aprepitant		2.727493185311955e-06	448.0
Compound_DB00421	Spironolactone		2.715209860827359e-06	449.0
Compound_DB00139	Succinic acid		2.71221931511419e-06	450.0
Compound_DB00925	Phenoxybenzamine		2.6689720895146234e-06	451.0
Compound_DB06616	Bosutinib		2.636443333680761e-06	452.0
Compound_DB00668	Epinephrine		2.6333426521228943e-06	453.0
Compound_DB00136	Calcitriol		2.630020787489938e-06	454.0
Compound_DB00178	Ramipril		2.624630912368021e-06	455.0
Compound_DB00359	Sulfadiazine		2.6234974674485846e-06	456.0
Compound_DB01427	Amrinone		2.620802535200555e-06	457.0
Compound_DB00296	Ropivacaine		2.605990622505507e-06	458.0
Compound_DB01626	Pargyline		2.588766266390072e-06	459.0
Compound_DB01390	Sodium bicarbonate		2.585161181426148e-06	460.0
Compound_DB00882	Clomifene		2.582438388698936e-06	461.0
Compound_DB00163	Vitamin E		2.563283507480491e-06	462.0
Compound_DB00331	Metformin		2.5606727838455912e-06	463.0
Compound_DB00263	Sulfisoxazole		2.5503848387868377e-06	464.0
Compound_DB00641	Simvastatin		2.5407203128708186e-06	465.0
Compound_DB00687	Fludrocortisone		2.5245981132847472e-06	467.0
Compound_DB01046	Lubiprostone		2.518619095730168e-06	468.0
Compound_DB09018	Bromopride		2.514822349562532e-06	469.0
Compound_DB01015	Sulfamethoxazole		2.506181795243188e-06	470.0
Compound_DB01042	Melphalan		2.504200100204183e-06	471.0
Compound_DB00810	Biperiden		2.4980845511081943e-06	472.0
Compound_DB00852	Pseudoephedrine		2.4714579414936573e-06	473.0
Compound_DB01045	Rifampicin		2.4559038195365886e-06	474.0
Compound_DB00195	Betaxolol		2.4223122351735093e-06	476.0
Compound_DB00735	Naftifine		2.4215466658593787e-06	477.0
Compound_DB00203	Sildenafil		2.402279678327456e-06	478.0
Compound_DB04948	Lofexidine		2.400439196554284e-06	479.0
Compound_DB01375	Dihydroxyaluminium		2.3961037460272885e-06	480.0
Compound_DB00148	Creatine		2.3907190086109426e-06	481.0
Compound_DB06701	Dexmethylphenidate		2.3855161238883152e-06	482.0
Compound_DB00482	Celecoxib		2.3507855156860587e-06	483.0
Compound_DB00264	Metoprolol		2.34759436250318e-06	484.0
Compound_DB04946	Iloperidone		2.346498443102005e-06	485.0
Compound_DB00623	Fluphenazine		2.3447120921702625e-06	486.0
Compound_DB00648	Mitotane		2.3438168618121542e-06	487.0
Compound_DB00999	Hydrochlorothiazide		2.3384955928747888e-06	488.0
Compound_DB03255	Phenol		2.336819398183185e-06	489.0
Compound_DB00279	Liothyronine		2.330025203409052e-06	490.0
Compound_DB00196	Fluconazole		2.320968554029647e-06	491.0
Compound_DB00468	Quinine		2.302093173818431e-06	493.0
Compound_DB01085	Pilocarpine		2.2941289409543628e-06	494.0
Compound_DB00187	Esmolol		2.2820005610029296e-06	495.0
Compound_DB00539	Toremifene		2.280921867092701e-06	496.0
Compound_DB00281	Lidocaine		2.2771625417168643e-06	497.0
Compound_DB00910	Paricalcitol		2.2733178835394305e-06	498.0
Compound_DB00619	Imatinib		2.252684132644852e-06	499.0
